"minute","result","X","Y","xG","player","h_a","situation","shotType","home_team","away_team","home_goals","away_goals","date","player_assisted","lastAction","Outcome","zone"
4,"BlockedShot",76.9650032043457,34.8839994812011,0.0533919371664524,"Leon Bailey","a","DirectFreekick","LeftFoot","Crystal Palace","Aston Villa",1,2,"2021-11-27 15:00:00",NA,"Standard","NoGoal","zone3"
4,"MissedShots",89.9849967956543,25.0239994812011,0.0560498461127281,"Matthew Cash","a","OpenPlay","LeftFoot","Crystal Palace","Aston Villa",1,2,"2021-11-27 15:00:00","Leon Bailey","Pass","NoGoal","zone2"
14,"Goal",97.0200016021729,40.5960005187989,0.0568158589303493,"Matt Targett","a","FromCorner","LeftFoot","Crystal Palace","Aston Villa",1,2,"2021-11-27 15:00:00","Ashley Young","Cross","Goal","zone2"
23,"SavedShot",94.7099967956543,51.4759979248047,0.0315279513597488,"Ashley Young","a","OpenPlay","RightFoot","Crystal Palace","Aston Villa",1,2,"2021-11-27 15:00:00","Leon Bailey","Pass","NoGoal","zone3"
26,"MissedShots",91.9799983978272,20.4680002593994,0.0613052248954773,"John McGinn","a","OpenPlay","LeftFoot","Crystal Palace","Aston Villa",1,2,"2021-11-27 15:00:00","Ollie Watkins","Pass","NoGoal","zone2"
31,"MissedShots",94.6049983978272,27.88,0.0147986803203821,"Ezri Konsa Ngoyo","a","SetPiece","Head","Crystal Palace","Aston Villa",1,2,"2021-11-27 15:00:00","John McGinn","Aerial","NoGoal","zone2"
33,"BlockedShot",80.325,44.4040020751953,0.0284728109836578,"Ashley Young","a","OpenPlay","RightFoot","Crystal Palace","Aston Villa",1,2,"2021-11-27 15:00:00","Marvelous Nakamba","Pass","NoGoal","zone3"
34,"MissedShots",80.9549983978272,27.88,0.0190253686159849,"John McGinn","a","FromCorner","RightFoot","Crystal Palace","Aston Villa",1,2,"2021-11-27 15:00:00",NA,"None","NoGoal","zone3"
56,"MissedShots",79.4849967956543,40.5960005187989,0.062985859811306,"Ashley Young","a","DirectFreekick","RightFoot","Crystal Palace","Aston Villa",1,2,"2021-11-27 15:00:00",NA,"Standard","NoGoal","zone3"
85,"Goal",85.575,34.8160005187989,0.0699317157268524,"John McGinn","a","OpenPlay","LeftFoot","Crystal Palace","Aston Villa",1,2,"2021-11-27 15:00:00","Anwar El Ghazi","Pass","Goal","zone2"
1,"BlockedShot",91.4549983978272,37.5360005187988,0.123324513435364,"Diogo Jota","h","OpenPlay","LeftFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Trent Alexander-Arnold","TakeOn","NoGoal","zone2"
1,"Goal",99.75,35.4960005187989,0.625820815563202,"Diogo Jota","h","OpenPlay","RightFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Andrew Robertson","Pass","Goal","zone1"
4,"MissedShots",96.7049983978272,31.6879989624024,0.0651967152953148,"Sadio ManÃ©","h","OpenPlay","Head","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Andrew Robertson","Aerial","NoGoal","zone2"
15,"BlockedShot",95.3400032043457,20.6719997406006,0.0691841617226601,"Mohamed Salah","h","OpenPlay","LeftFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Jordan Henderson","Pass","NoGoal","zone2"
16,"MissedShots",93.3450016021728,17.5439994812011,0.0477678030729294,"Mohamed Salah","h","OpenPlay","LeftFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00",NA,"None","NoGoal","zone3"
29,"MissedShots",89.6700016021728,20.4680002593994,0.0411318130791187,"Jordan Henderson","h","OpenPlay","RightFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Mohamed Salah","Pass","NoGoal","zone3"
31,"Goal",101.745001602173,36.72,0.794723033905029,"Diogo Jota","h","OpenPlay","LeftFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Mohamed Salah","Pass","Goal","zone1"
36,"BlockedShot",96.075,38.8960005187989,0.120877675712109,"Diogo Jota","h","OpenPlay","LeftFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Jordan Henderson","HeadPass","NoGoal","zone2"
36,"Goal",88.9349967956543,43.86,0.0533347204327583,"Thiago AlcÃ¡ntara","h","OpenPlay","LeftFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00",NA,"None","Goal","zone2"
39,"MissedShots",100.590003204346,44.2679989624024,0.0263577681034803,"Sadio ManÃ©","h","OpenPlay","Head","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Jordan Henderson","Cross","NoGoal","zone2"
40,"MissedShots",94.2900032043457,44.1320010375977,0.155285969376564,"Diogo Jota","h","OpenPlay","RightFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Andrew Robertson","TakeOn","NoGoal","zone2"
46,"MissedShots",89.25,38.5560005187989,0.0790147632360458,"Diogo Jota","h","OpenPlay","RightFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00",NA,"None","NoGoal","zone2"
51,"SavedShot",81.9,48.96,0.0252813547849655,"Sadio ManÃ©","h","FromCorner","RightFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Virgil van Dijk","Pass","NoGoal","zone3"
51,"Goal",93.0299983978272,34,0.0594437308609486,"Virgil van Dijk","h","FromCorner","RightFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Trent Alexander-Arnold","Cross","Goal","zone2"
73,"MissedShots",97.8599967956543,32.7079989624023,0.555619776248932,"Diogo Jota","h","OpenPlay","RightFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Andrew Robertson","Cross","NoGoal","zone2"
76,"BlockedShot",94.2900032043457,18.2239994812011,0.0624138750135899,"Mohamed Salah","h","OpenPlay","LeftFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Fabinho","Pass","NoGoal","zone2"
78,"SavedShot",85.575,31.1439994812011,0.0830317065119743,"Alex Oxlade-Chamberlain","h","OpenPlay","RightFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Diogo Jota","Pass","NoGoal","zone2"
80,"MissedShots",81.2700016021729,23.9360005187989,0.0228537227958441,"James Milner","h","OpenPlay","RightFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00",NA,"None","NoGoal","zone3"
83,"BlockedShot",77.2799983978272,29.24,0.0226817093789577,"Alex Oxlade-Chamberlain","h","OpenPlay","RightFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Fabinho","Pass","NoGoal","zone3"
89,"MissedShots",83.1599967956543,23.12,0.0394305661320686,"Mohamed Salah","h","OpenPlay","LeftFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Alex Oxlade-Chamberlain","Pass","NoGoal","zone3"
0,"MissedShots",99.225,40.0520010375976,0.0688355788588524,"Jan Bednarek","a","FromCorner","Head","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","James Ward-Prowse","Cross","NoGoal","zone2"
23,"SavedShot",95.1299983978272,43.3160005187989,0.225489377975464,"Armando Broja","a","OpenPlay","RightFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00",NA,"BallRecovery","NoGoal","zone2"
44,"SavedShot",88.725,36.6520010375977,0.0453675128519535,"Adam Armstrong","a","OpenPlay","RightFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Valentino Livramento","Cross","NoGoal","zone2"
53,"BlockedShot",97.8599967956543,38.8960005187989,0.284245491027832,"Adam Armstrong","a","OpenPlay","LeftFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Nathan Tella","Cross","NoGoal","zone2"
53,"SavedShot",102.584996795654,40.12,0.314952820539474,"Adam Armstrong","a","OpenPlay","RightFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00",NA,"Rebound","NoGoal","zone1"
60,"BlockedShot",89.8799983978272,39.6439994812012,0.0892407298088074,"Adam Armstrong","a","OpenPlay","RightFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00","Nathan Tella","Pass","NoGoal","zone2"
60,"BlockedShot",101.534996795654,46.58,0.0302212852984667,"Romain Perraud","a","OpenPlay","LeftFoot","Liverpool","Southampton",4,0,"2021-11-27 15:00:00",NA,"Rebound","NoGoal","zone2"
3,"MissedShots",94.3950016021729,40.7320010375976,0.0238490682095289,"Grant Hanley","h","FromCorner","Head","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00","Billy Gilmour","Cross","NoGoal","zone2"
4,"MissedShots",95.4450016021729,48.2120010375977,0.0564304552972317,"Teemu Pukki","h","OpenPlay","RightFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00","Milot Rashica","Pass","NoGoal","zone2"
5,"MissedShots",80.7450016021728,28.6279989624023,0.0226050689816475,"Joshua Sargent","h","OpenPlay","RightFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00","Teemu Pukki","Pass","NoGoal","zone3"
20,"BlockedShot",96.9150032043457,48.0079989624023,0.0532121993601322,"Teemu Pukki","h","OpenPlay","LeftFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00","Billy Gilmour","Pass","NoGoal","zone2"
31,"MissedShots",74.2349967956543,35.4960005187989,0.0404994189739227,"Milot Rashica","h","DirectFreekick","RightFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00",NA,"Standard","NoGoal","zone3"
44,"SavedShot",99.1200016021728,28.0160005187989,0.445316284894943,"Max Aarons","h","OpenPlay","RightFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00","Lukas Rupp","Pass","NoGoal","zone2"
44,"SavedShot",100.379998397827,29.0360005187989,0.103660970926285,"Teemu Pukki","h","OpenPlay","LeftFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00",NA,"None","NoGoal","zone1"
49,"MissedShots",80.7450016021728,48.62,0.0110438894480467,"Milot Rashica","h","OpenPlay","RightFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00","Max Aarons","Chipped","NoGoal","zone3"
51,"BlockedShot",77.8049983978271,35.9039994812011,0.0148155950009823,"Lukas Rupp","h","OpenPlay","LeftFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00","Milot Rashica","TakeOn","NoGoal","zone3"
52,"MissedShots",90.9299983978271,23.0520010375977,0.0461633279919624,"Lukas Rupp","h","SetPiece","RightFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00",NA,"None","NoGoal","zone2"
69,"SavedShot",91.5599967956543,36.4479989624024,0.367924869060516,"Teemu Pukki","h","OpenPlay","LeftFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00","Lukas Rupp","Pass","NoGoal","zone2"
71,"BlockedShot",75.1799983978271,36.9239994812011,0.0174709465354681,"Milot Rashica","h","OpenPlay","LeftFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00","Lukas Rupp","Pass","NoGoal","zone3"
79,"SavedShot",91.1400032043457,39.0320010375977,0.090972937643528,"Lukas Rupp","h","OpenPlay","RightFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00","Milot Rashica","Pass","NoGoal","zone2"
86,"MissedShots",95.7599967956543,35.2920010375977,0.110734634101391,"Teemu Pukki","h","OpenPlay","RightFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00","Kieran Dowell","Cross","NoGoal","zone2"
9,"MissedShots",95.3400032043457,38.4879989624024,0.100190609693527,"RaÃºl JimÃ©nez","a","OpenPlay","LeftFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00","Rayan Ait Nouri","Cross","NoGoal","zone2"
42,"SavedShot",83.5799983978272,28.6960005187989,0.0372233167290688,"JoÃ£o Moutinho","a","OpenPlay","RightFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00",NA,"None","NoGoal","zone3"
43,"MissedShots",94.3950016021729,21.5560005187989,0.040474709123373,"Conor Coady","a","FromCorner","RightFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00",NA,"None","NoGoal","zone2"
56,"SavedShot",96.6,50.3879989624023,0.0379221513867378,"Rayan Ait Nouri","a","OpenPlay","LeftFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00","Hee-Chan Hwang","Pass","NoGoal","zone2"
85,"MissedShots",91.4549983978272,36.2439994812011,0.0813464894890785,"RaÃºl JimÃ©nez","a","OpenPlay","RightFoot","Norwich","Wolverhampton Wanderers",0,0,"2021-11-27 15:00:00","JoÃ£o Moutinho","None","NoGoal","zone2"
3,"MissedShots",96.2849967956543,28.6279989624023,0.0963633358478546,"Jakub Moder","h","OpenPlay","RightFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Tariq Lamptey","Cross","NoGoal","zone2"
7,"MissedShots",97.8599967956543,28.0160005187989,0.132955953478813,"Pascal GroÃŸ","h","OpenPlay","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Tariq Lamptey","Pass","NoGoal","zone2"
7,"MissedShots",97.9650032043457,37.2639994812011,0.501370072364807,"Neal Maupay","h","OpenPlay","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Pascal GroÃŸ","Rebound","NoGoal","zone2"
10,"SavedShot",82.1099967956543,45.2879989624023,0.0244138706475496,"Neal Maupay","h","OpenPlay","RightFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Marc Cucurella","Pass","NoGoal","zone3"
16,"MissedShots",82.2150032043457,46.92,0.0202397052198648,"Neal Maupay","h","OpenPlay","RightFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Jakub Moder","BallTouch","NoGoal","zone3"
19,"ShotOnPost",89.4599967956543,25.84,0.0633540451526642,"Leandro Trossard","h","OpenPlay","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Jakub Moder","BallTouch","NoGoal","zone2"
26,"BlockedShot",96.075,21.42,0.0628673881292343,"Neal Maupay","h","OpenPlay","RightFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Tariq Lamptey","Pass","NoGoal","zone2"
26,"MissedShots",88.725,42.84,0.0573574677109718,"Yves Bissouma","h","OpenPlay","RightFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Leandro Trossard","Pass","NoGoal","zone2"
32,"SavedShot",84.525,32.3679989624023,0.0542572438716888,"Leandro Trossard","h","OpenPlay","RightFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Tariq Lamptey","Pass","NoGoal","zone3"
33,"ShotOnPost",103.634996795654,47.1240020751953,0.0490286387503147,"Jakub Moder","h","OpenPlay","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00",NA,"None","NoGoal","zone2"
36,"MissedShots",97.5450016021728,30.3960005187989,0.381342053413391,"Neal Maupay","h","OpenPlay","RightFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Tariq Lamptey","Cross","NoGoal","zone2"
41,"MissedShots",71.925,45.9,0.00791068840771914,"Marc Cucurella","h","SetPiece","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00",NA,"None","NoGoal","zone3"
49,"BlockedShot",92.4,42.9079989624023,0.0904419720172882,"Leandro Trossard","h","OpenPlay","RightFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Pascal GroÃŸ","Pass","NoGoal","zone2"
60,"MissedShots",83.2650032043457,45.2879989624023,0.0275155249983072,"Leandro Trossard","h","OpenPlay","RightFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Marc Cucurella","Pass","NoGoal","zone3"
63,"MissedShots",94.0799983978272,45.4240020751953,0.0574143975973129,"Jakub Moder","h","OpenPlay","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00",NA,"None","NoGoal","zone2"
63,"MissedShots",94.3950016021729,29.8520010375977,0.126906469464302,"Jakub Moder","h","OpenPlay","RightFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Pascal GroÃŸ","Pass","NoGoal","zone2"
74,"MissedShots",86.5200016021728,32.3,0.0560980252921581,"JÃ¼rgen Locadia","h","OpenPlay","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00",NA,"None","NoGoal","zone2"
75,"SavedShot",84.9450016021728,29.1039994812011,0.0523734539747238,"Solly March","h","OpenPlay","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Pascal GroÃŸ","TakeOn","NoGoal","zone3"
83,"MissedShots",85.8900032043457,24.82,0.0428994223475456,"Yves Bissouma","h","OpenPlay","RightFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Leandro Trossard","Pass","NoGoal","zone3"
87,"SavedShot",90.5099967956543,25.4320010375977,0.0665283128619194,"Solly March","h","OpenPlay","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00",NA,"BallTouch","NoGoal","zone2"
13,"BlockedShot",84.3150032043457,30.6679989624023,0.0491861514747143,"Adam Forshaw","a","OpenPlay","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Daniel James","Pass","NoGoal","zone3"
13,"MissedShots",93.0299983978272,43.9959979248047,0.055754765868187,"Jack Harrison","a","OpenPlay","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00",NA,"Rebound","NoGoal","zone2"
25,"BlockedShot",80.9549983978272,15.3680002593994,0.0385425612330437,"Raphinha","a","DirectFreekick","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00",NA,"Standard","NoGoal","zone3"
25,"MissedShots",102.690003204346,41.6839994812011,0.0825765281915665,"Daniel James","a","SetPiece","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00",NA,"Rebound","NoGoal","zone1"
54,"SavedShot",82.0049983978272,52.02,0.0126041248440742,"Stuart Dallas","a","OpenPlay","RightFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Jack Harrison","Pass","NoGoal","zone3"
56,"MissedShots",78.75,36.5160005187988,0.0212494321167469,"Rodrigo","a","OpenPlay","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Stuart Dallas","Pass","NoGoal","zone3"
65,"SavedShot",94.6049983978272,18.02,0.0575742051005363,"Tyler Roberts","a","OpenPlay","RightFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Pascal Struijk","Pass","NoGoal","zone2"
78,"MissedShots",92.5049983978272,42.6360005187989,0.0797064453363419,"Tyler Roberts","a","OpenPlay","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Rodrigo","Pass","NoGoal","zone2"
81,"SavedShot",98.2799983978272,41.14,0.389027625322342,"Tyler Roberts","a","OpenPlay","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Adam Forshaw","Pass","NoGoal","zone2"
82,"SavedShot",91.1400032043457,32.3679989624023,0.0317651778459549,"Tyler Roberts","a","FromCorner","LeftFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Pascal Struijk","Aerial","NoGoal","zone2"
90,"MissedShots",91.5599967956543,21.76,0.0527670234441757,"Daniel James","a","OpenPlay","RightFoot","Brighton","Leeds",0,0,"2021-11-27 17:30:00","Pascal Struijk","Pass","NoGoal","zone2"
23,"Goal",92.925,34,0.761168837547302,"Ivan Toney","h","Penalty","RightFoot","Brentford","Everton",1,0,"2021-11-28 14:00:00",NA,"Standard","Goal","zone2"
27,"SavedShot",96.8099967956543,30.8720010375977,0.0674361735582352,"Ethan Pinnock","h","OpenPlay","Head","Brentford","Everton",1,0,"2021-11-28 14:00:00","Charlie Goode","Aerial","NoGoal","zone2"
41,"SavedShot",88.2,38.1479989624024,0.129857704043388,"Bryan Mbeumo","h","OpenPlay","RightFoot","Brentford","Everton",1,0,"2021-11-28 14:00:00","Vitaly Janelt","BallTouch","NoGoal","zone2"
45,"MissedShots",89.5650032043457,32.0960005187989,0.0937558636069298,"Sergi Canos","h","OpenPlay","RightFoot","Brentford","Everton",1,0,"2021-11-28 14:00:00",NA,"None","NoGoal","zone2"
93,"SavedShot",85.2599967956543,31.5520010375977,0.0760156437754631,"Yoane Wissa","h","OpenPlay","RightFoot","Brentford","Everton",1,0,"2021-11-28 14:00:00","Shandon Baptiste","Pass","NoGoal","zone2"
95,"MissedShots",91.1400032043457,44.54,0.0698914080858231,"Bryan Mbeumo","h","OpenPlay","RightFoot","Brentford","Everton",1,0,"2021-11-28 14:00:00",NA,"None","NoGoal","zone2"
24,"SavedShot",100.379998397827,42.2960005187989,0.336958408355713,"SalomÃ³n RondÃ³n","a","OpenPlay","LeftFoot","Brentford","Everton",1,0,"2021-11-28 14:00:00","Lucas Digne","TakeOn","NoGoal","zone2"
25,"SavedShot",92.4,29.0360005187989,0.0315205678343773,"SalomÃ³n RondÃ³n","a","OpenPlay","Head","Brentford","Everton",1,0,"2021-11-28 14:00:00","Andros Townsend","Cross","NoGoal","zone2"
43,"MissedShots",75.7049983978272,43.7240020751953,0.0394082777202129,"Lucas Digne","a","DirectFreekick","LeftFoot","Brentford","Everton",1,0,"2021-11-28 14:00:00",NA,"Standard","NoGoal","zone3"
45,"BlockedShot",96.6,34.4760005187989,0.106841921806335,"Abdoulaye DoucourÃ©","a","OpenPlay","Head","Brentford","Everton",1,0,"2021-11-28 14:00:00","Andros Townsend","Cross","NoGoal","zone2"
45,"BlockedShot",70.875,35.36,0.0109359361231327,"Michael Keane","a","OpenPlay","RightFoot","Brentford","Everton",1,0,"2021-11-28 14:00:00",NA,"BallRecovery","NoGoal","zone3"
46,"BlockedShot",99.4349967956543,30.1239994812011,0.0533064156770706,"Anthony Gordon","a","FromCorner","Head","Brentford","Everton",1,0,"2021-11-28 14:00:00","Andros Townsend","End","NoGoal","zone1"
48,"MissedShots",96.2849967956543,46.7840020751953,0.0605907179415226,"SalomÃ³n RondÃ³n","a","OpenPlay","LeftFoot","Brentford","Everton",1,0,"2021-11-28 14:00:00","Lucas Digne","Pass","NoGoal","zone2"
55,"BlockedShot",91.1400032043457,31.4160005187989,0.0680460780858994,"SalomÃ³n RondÃ³n","a","OpenPlay","RightFoot","Brentford","Everton",1,0,"2021-11-28 14:00:00",NA,"None","NoGoal","zone2"
59,"MissedShots",92.2950016021728,39.8479989624023,0.0592902600765228,"Abdoulaye DoucourÃ©","a","OpenPlay","RightFoot","Brentford","Everton",1,0,"2021-11-28 14:00:00","Seamus Coleman","Dispossessed","NoGoal","zone2"
59,"SavedShot",96.1799983978272,37.8760005187989,0.0880057141184807,"Alex Iwobi","a","OpenPlay","LeftFoot","Brentford","Everton",1,0,"2021-11-28 14:00:00","Abdoulaye DoucourÃ©","HeadPass","NoGoal","zone2"
75,"SavedShot",78.9599967956543,33.7960005187989,0.022218955680728,"Demarai Gray","a","OpenPlay","RightFoot","Brentford","Everton",1,0,"2021-11-28 14:00:00","SalomÃ³n RondÃ³n","Pass","NoGoal","zone3"
83,"MissedShots",92.5049983978272,29.3079989624023,0.0420685708522797,"SalomÃ³n RondÃ³n","a","OpenPlay","Head","Brentford","Everton",1,0,"2021-11-28 14:00:00","Seamus Coleman","Cross","NoGoal","zone2"
87,"BlockedShot",84.9450016021728,43.2479989624023,0.0243611950427294,"Lucas Digne","a","FromCorner","LeftFoot","Brentford","Everton",1,0,"2021-11-28 14:00:00",NA,"None","NoGoal","zone3"
88,"SavedShot",92.7150032043457,32.8439994812011,0.024522328749299,"Alex Iwobi","a","OpenPlay","Head","Brentford","Everton",1,0,"2021-11-28 14:00:00","Lucas Digne","Aerial","NoGoal","zone2"
2,"SavedShot",99.5400032043457,19.5160005187989,0.0461644530296326,"Jamie Vardy","h","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Boubakary Soumare","Pass","NoGoal","zone2"
5,"BlockedShot",88.2,43.7920010375977,0.0449481494724751,"Wilfred Ndidi","h","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","James Maddison","Pass","NoGoal","zone2"
15,"Goal",92.925,28.7639994812011,0.282760590314865,"James Maddison","h","SetPiece","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Jonny Evans","Chipped","Goal","zone2"
26,"MissedShots",98.3849967956543,29.0360005187989,0.131053015589714,"Jamie Vardy","h","OpenPlay","Head","Leicester","Watford",4,2,"2021-11-28 14:00:00","Timothy Castagne","Cross","NoGoal","zone2"
33,"Goal",100.695001602173,46.1040020751953,0.290351837873459,"Jamie Vardy","h","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","James Maddison","Chipped","Goal","zone2"
37,"MissedShots",99.4349967956543,33.3879989624023,0.0775290057063103,"Jonny Evans","h","FromCorner","Head","Leicester","Watford",4,2,"2021-11-28 14:00:00","James Maddison","Aerial","NoGoal","zone1"
38,"MissedShots",98.9099967956543,21.3519997406006,0.0760315880179405,"James Maddison","h","OpenPlay","LeftFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Ademola Lookman","Pass","NoGoal","zone2"
41,"Goal",99.3299983978272,44.88,0.0120484000071883,"Jamie Vardy","h","FromCorner","Head","Leicester","Watford",4,2,"2021-11-28 14:00:00","James Maddison","Cross","Goal","zone2"
52,"BlockedShot",81.0599967956543,46.0359979248047,0.023503327742219,"Wilfred Ndidi","h","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Harvey Barnes","Pass","NoGoal","zone3"
53,"BlockedShot",87.4650032043457,31.28,0.0987227186560631,"Ademola Lookman","h","OpenPlay","LeftFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","James Maddison","Pass","NoGoal","zone2"
57,"BlockedShot",82.7400032043457,45.2879989624023,0.0194098390638828,"James Maddison","h","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Harvey Barnes","TakeOn","NoGoal","zone3"
58,"SavedShot",86.7299983978271,25.6360005187989,0.085572175681591,"James Maddison","h","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00",NA,"TakeOn","NoGoal","zone3"
67,"SavedShot",100.590003204346,42.4320010375977,0.353349685668945,"Harvey Barnes","h","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Luke Thomas","Throughball","NoGoal","zone2"
67,"Goal",100.695001602173,33.1839994812011,0.724655568599701,"Ademola Lookman","h","OpenPlay","LeftFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00",NA,"Rebound","Goal","zone1"
74,"BlockedShot",97.8599967956543,27.6760005187989,0.0429976619780064,"Wilfred Ndidi","h","FromCorner","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Jonny Evans","Aerial","NoGoal","zone2"
74,"MissedShots",97.125,20.1280002593994,0.0464392937719822,"Caglar SÃ¶yÃ¼ncÃ¼","h","FromCorner","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Wilfred Ndidi","Rebound","NoGoal","zone2"
85,"BlockedShot",80.1150032043457,28.6960005187989,0.0180949792265892,"Wilfred Ndidi","h","FromCorner","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00",NA,"None","NoGoal","zone3"
88,"SavedShot",88.3049983978271,46.6479989624024,0.0446892902255058,"Jamie Vardy","h","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Caglar SÃ¶yÃ¼ncÃ¼","Pass","NoGoal","zone3"
8,"BlockedShot",90.5099967956543,35.6320010375977,0.106814704835415,"Emmanuel Dennis","a","OpenPlay","LeftFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Moussa Sissoko","Pass","NoGoal","zone2"
10,"MissedShots",94.3950016021729,33.1160005187989,0.0918013751506805,"William Troost-Ekong","a","SetPiece","Head","Leicester","Watford",4,2,"2021-11-28 14:00:00","Tom Cleverley","Cross","NoGoal","zone2"
