"minute","result","X","Y","xG","player","h_a","situation","shotType","home_team","away_team","home_goals","away_goals","date","player_assisted","lastAction","Outcome","zone"
91,"BlockedShot",87.8849967956543,31.4839994812011,0.0374335795640945,"Reiss Nelson","a","OpenPlay","LeftFoot","Brentford","Arsenal",2,0,"2021-08-13 19:00:00","Kieran Tierney","Cross","NoGoal","zone2"
91,"MissedShots",91.875,23.2560005187989,0.0605893023312092,"Emile Smith-Rowe","a","OpenPlay","RightFoot","Brentford","Arsenal",2,0,"2021-08-13 19:00:00","Reiss Nelson","Pass","NoGoal","zone2"
1,"BlockedShot",93.2400032043457,21.1480002593994,0.0547597110271454,"Scott McTominay","h","OpenPlay","RightFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Bruno Fernandes","Pass","NoGoal","zone2"
5,"SavedShot",74.4450016021728,40.8,0.0167733989655972,"Mason Greenwood","h","OpenPlay","LeftFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Scott McTominay","Pass","NoGoal","zone3"
10,"MissedShots",92.4,29.92,0.0245323237031698,"Harry Maguire","h","FromCorner","Head","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Luke Shaw","Cross","NoGoal","zone2"
11,"MissedShots",90.6150032043457,44.2,0.229969441890717,"Paul Pogba","h","OpenPlay","LeftFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Mason Greenwood","Pass","NoGoal","zone2"
14,"BlockedShot",89.3549983978271,37.5360005187988,0.0258807428181171,"Daniel James","h","FromCorner","LeftFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00",NA,"Aerial","NoGoal","zone2"
26,"SavedShot",77.0700016021729,28.8320010375977,0.0190637651830912,"Paul Pogba","h","OpenPlay","RightFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Bruno Fernandes","Pass","NoGoal","zone3"
29,"Goal",90.4049983978272,41.9560005187989,0.329091399908066,"Bruno Fernandes","h","OpenPlay","LeftFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Paul Pogba","Throughball","Goal","zone2"
32,"MissedShots",92.2950016021728,50.5920010375977,0.043794721364975,"Luke Shaw","h","OpenPlay","LeftFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Bruno Fernandes","Pass","NoGoal","zone3"
35,"MissedShots",93.6599967956543,24.9560005187989,0.104891687631607,"Daniel James","h","OpenPlay","RightFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Luke Shaw","Pass","NoGoal","zone2"
41,"BlockedShot",75.8099967956543,38.8960005187989,0.0212862752377987,"Bruno Fernandes","h","OpenPlay","RightFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Daniel James","Pass","NoGoal","zone3"
44,"SavedShot",89.4599967956543,40.3920010375977,0.0942732393741608,"Daniel James","h","OpenPlay","RightFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Paul Pogba","Pass","NoGoal","zone2"
51,"Goal",99.4349967956543,46.24,0.0811114460229874,"Mason Greenwood","h","OpenPlay","LeftFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Paul Pogba","Pass","Goal","zone2"
53,"Goal",95.1299983978272,20.9439994812011,0.0714201256632805,"Bruno Fernandes","h","OpenPlay","LeftFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Paul Pogba","Pass","Goal","zone2"
59,"Goal",94.7099967956543,23.9360005187989,0.361917585134506,"Bruno Fernandes","h","OpenPlay","RightFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Victor Lindelöf","Throughball","Goal","zone2"
67,"Goal",94.8150032043457,36.1079989624023,0.141979366540909,"Fred","h","OpenPlay","LeftFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Paul Pogba","Pass","Goal","zone2"
73,"MissedShots",80.9549983978272,25.4320010375977,0.0217328611761332,"Mason Greenwood","h","OpenPlay","LeftFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00",NA,"None","NoGoal","zone3"
8,"MissedShots",85.05,33.1160005187989,0.0416413582861423,"Mateusz Klich","a","FromCorner","RightFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Jack Harrison","Pass","NoGoal","zone2"
15,"SavedShot",82.2150032043457,44.6759979248047,0.0178305264562368,"Jack Harrison","a","FromCorner","LeftFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00",NA,"None","NoGoal","zone3"
15,"SavedShot",79.3799983978272,41.2079989624023,0.0168772749602795,"Mateusz Klich","a","OpenPlay","RightFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Jack Harrison","TakeOn","NoGoal","zone3"
25,"MissedShots",95.6549983978272,37.06,0.10462424904108,"Patrick Bamford","a","SetPiece","Head","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Raphinha","Cross","NoGoal","zone2"
33,"BlockedShot",86.8349967956543,23.5960005187989,0.0228803511708975,"Raphinha","a","OpenPlay","LeftFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Patrick Bamford","Chipped","NoGoal","zone3"
48,"Goal",80.325,23.8,0.0210450273007154,"Luke Ayling","a","OpenPlay","RightFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Stuart Dallas","Pass","Goal","zone3"
78,"MissedShots",78.3299983978272,41.4120010375977,0.0119444169104099,"Tyler Roberts","a","OpenPlay","RightFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00",NA,"None","NoGoal","zone3"
79,"MissedShots",83.475,46.0359979248047,0.0182210132479668,"Hélder Costa","a","SetPiece","RightFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Liam Cooper","HeadPass","NoGoal","zone3"
85,"MissedShots",91.9799983978272,42.5679989624023,0.281413555145264,"Raphinha","a","OpenPlay","LeftFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00","Tyler Roberts","Pass","NoGoal","zone2"
86,"MissedShots",89.3549983978271,33.3879989624023,0.0318638384342194,"Luke Ayling","a","SetPiece","RightFoot","Manchester United","Leeds",5,1,"2021-08-14 11:30:00",NA,"Aerial","NoGoal","zone2"
1,"Goal",102.690003204346,32.64,0.631519854068756,"James Tarkowski","h","FromCorner","Head","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Ashley Westwood","Cross","Goal","zone1"
18,"MissedShots",88.8299983978272,43.3160005187989,0.0694141536951065,"Jack Cork","h","OpenPlay","RightFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Ashley Westwood","BallTouch","NoGoal","zone2"
18,"ShotOnPost",82.7400032043457,25.6360005187989,0.0422196090221405,"Johann Berg Gudmundsson","h","OpenPlay","RightFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00",NA,"BallRecovery","NoGoal","zone3"
21,"SavedShot",81.6900032043457,18.8360005187989,0.0240066330879927,"Chris Wood","h","OpenPlay","LeftFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Matthew Lowton","Pass","NoGoal","zone3"
30,"SavedShot",89.0400032043457,35.6320010375977,0.0936984494328499,"Jay Rodriguez","h","OpenPlay","RightFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Chris Wood","BallTouch","NoGoal","zone2"
35,"ShotOnPost",102.165003204346,29.9879989624023,0.381347328424454,"Ben Mee","h","FromCorner","Head","Burnley","Brighton",1,2,"2021-08-14 14:00:00",NA,"None","NoGoal","zone1"
35,"MissedShots",96.9150032043457,29.8520010375977,0.430387109518051,"James Tarkowski","h","FromCorner","RightFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00",NA,"Rebound","NoGoal","zone2"
51,"MissedShots",85.1549983978272,41.3439994812011,0.118263013660908,"Johann Berg Gudmundsson","h","DirectFreekick","LeftFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00",NA,"Standard","NoGoal","zone3"
53,"MissedShots",102.059996795654,41.3439994812011,0.0389892868697643,"James Tarkowski","h","FromCorner","Head","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Dwight McNeil","Cross","NoGoal","zone1"
67,"MissedShots",94.1849967956543,29.9879989624023,0.04131019115448,"Chris Wood","h","OpenPlay","Head","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Dwight McNeil","Aerial","NoGoal","zone2"
71,"BlockedShot",82.3200016021729,38.42,0.0435863509774208,"Chris Wood","h","OpenPlay","RightFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Ashley Barnes","Pass","NoGoal","zone3"
83,"BlockedShot",78.9599967956543,39.3720010375976,0.0206702295690775,"Jack Cork","h","OpenPlay","RightFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Josh Brownhill","Pass","NoGoal","zone3"
84,"BlockedShot",84.8400032043457,31.5520010375977,0.0158388707786798,"Matej Vydra","h","OpenPlay","LeftFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00",NA,"Aerial","NoGoal","zone3"
87,"MissedShots",99.1200016021728,22.44,0.00835782289505005,"Matej Vydra","h","OpenPlay","Head","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Charlie Taylor","Aerial","NoGoal","zone2"
15,"SavedShot",76.8599967956543,36.2439994812011,0.0523036867380142,"Solly March","a","DirectFreekick","LeftFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00",NA,"Standard","NoGoal","zone3"
34,"MissedShots",94.3950016021729,37.06,0.0221068896353245,"Shane Duffy","a","FromCorner","Head","Burnley","Brighton",1,2,"2021-08-14 14:00:00",NA,"Aerial","NoGoal","zone2"
37,"SavedShot",89.0400032043457,40.3239994812012,0.0520866550505161,"Neal Maupay","a","OpenPlay","RightFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Enock Mwepu","HeadPass","NoGoal","zone2"
40,"BlockedShot",95.1299983978272,27.6079989624023,0.0133749917149544,"Shane Duffy","a","FromCorner","Head","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Solly March","Aerial","NoGoal","zone2"
40,"MissedShots",89.0400032043457,45.4240020751953,0.042472630739212,"Pascal Groß","a","FromCorner","RightFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00",NA,"Rebound","NoGoal","zone2"
40,"MissedShots",93.7650032043457,28.6279989624023,0.0479022786021233,"Neal Maupay","a","OpenPlay","Head","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Solly March","Cross","NoGoal","zone2"
46,"BlockedShot",95.4450016021729,26.3839994812011,0.0704657211899757,"Neal Maupay","a","OpenPlay","RightFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Steven Alzate","Cross","NoGoal","zone2"
46,"BlockedShot",93.3450016021728,38.2839994812011,0.0140935592353344,"Shane Duffy","a","FromCorner","Head","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Pascal Groß","Aerial","NoGoal","zone2"
57,"MissedShots",97.0200016021729,23.8,0.0763241872191429,"Leandro Trossard","a","OpenPlay","LeftFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Steven Alzate","Pass","NoGoal","zone2"
66,"SavedShot",92.6099967956543,31.96,0.0141645958647132,"Shane Duffy","a","FromCorner","Head","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Solly March","Aerial","NoGoal","zone2"
72,"Goal",100.590003204346,34.8160005187989,0.64473694562912,"Neal Maupay","a","OpenPlay","RightFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Jakub Moder","Pass","Goal","zone1"
77,"Goal",95.8650032043457,30.5320010375977,0.339320003986359,"Alexis Mac Allister","a","OpenPlay","RightFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Pascal Groß","Cross","Goal","zone2"
91,"SavedShot",88.725,23.12,0.288155525922775,"Jakub Moder","a","OpenPlay","RightFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00","Robert Sánchez","Chipped","NoGoal","zone2"
91,"BlockedShot",82.425,13.1239994812011,0.0117382556200027,"Pascal Groß","a","OpenPlay","RightFoot","Burnley","Brighton",1,2,"2021-08-14 14:00:00",NA,"Rebound","NoGoal","zone3"
6,"MissedShots",92.4,15.8439994812011,0.0285086650401354,"César Azpilicueta","h","OpenPlay","RightFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00",NA,"BallTouch","NoGoal","zone3"
9,"SavedShot",94.0799983978272,39.5079989624023,0.0477067306637764,"Christian Pulisic","h","OpenPlay","Head","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00","Marcos Alonso","Cross","NoGoal","zone2"
12,"MissedShots",84.4200016021728,46.4440020751953,0.0223754681646824,"Mateo Kovacic","h","OpenPlay","RightFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00","Timo Werner","Pass","NoGoal","zone3"
14,"SavedShot",89.0400032043457,56.1679989624023,0.0471179634332657,"Mason Mount","h","DirectFreekick","RightFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00",NA,"Standard","NoGoal","zone3"
21,"MissedShots",77.4900032043457,33.5239994812011,0.015712371096015,"Mateo Kovacic","h","FromCorner","RightFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00",NA,"None","NoGoal","zone3"
26,"Goal",83.6849967956543,19.72,0.0624243356287479,"Marcos Alonso","h","DirectFreekick","LeftFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00",NA,"Standard","Goal","zone3"
33,"BlockedShot",80.2200016021728,39.3039994812012,0.0711541771888733,"Mason Mount","h","DirectFreekick","RightFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00",NA,"Standard","NoGoal","zone3"
39,"Goal",98.2799983978272,31.5520010375977,0.590463399887085,"Christian Pulisic","h","OpenPlay","LeftFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00",NA,"None","Goal","zone1"
43,"MissedShots",97.7549983978272,41.2079989624023,0.128572210669518,"Timo Werner","h","OpenPlay","RightFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00","Marcos Alonso","Cross","NoGoal","zone2"
46,"SavedShot",95.6549983978272,48.28,0.0758183151483536,"Marcos Alonso","h","OpenPlay","LeftFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00","Jorginho","Chipped","NoGoal","zone2"
47,"MissedShots",80.9549983978272,19.2439994812011,0.0485731810331345,"Marcos Alonso","h","DirectFreekick","LeftFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00",NA,"Standard","NoGoal","zone3"
57,"Goal",78.3299983978272,21.76,0.0201716087758541,"Trevoh Chalobah","h","OpenPlay","RightFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00","Mateo Kovacic","Pass","Goal","zone3"
67,"BlockedShot",80.9549983978272,44.2679989624024,0.0284872744232416,"Mason Mount","h","OpenPlay","RightFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00","Mateo Kovacic","Pass","NoGoal","zone3"
52,"BlockedShot",95.1299983978272,25.6360005187989,0.137194186449051,"Wilfried Zaha","a","OpenPlay","RightFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00","Jordan Ayew","Pass","NoGoal","zone2"
53,"MissedShots",96.075,36.04,0.118512354791164,"Jeffrey Schlupp","a","FromCorner","LeftFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00","Marc Guehi","HeadPass","NoGoal","zone2"
62,"SavedShot",97.125,29.4439994812011,0.0295652020722628,"Jordan Ayew","a","FromCorner","Head","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00","James McArthur","Aerial","NoGoal","zone2"
89,"MissedShots",95.8650032043457,20.8760005187989,0.0364288128912449,"Christian Benteke","a","OpenPlay","RightFoot","Chelsea","Crystal Palace",3,0,"2021-08-14 14:00:00","James McArthur","Chipped","NoGoal","zone2"
2,"SavedShot",84.6299983978272,25.2279989624023,0.0348912887275219,"Allan","h","OpenPlay","RightFoot","Everton","Southampton",3,1,"2021-08-14 14:00:00",NA,"None","NoGoal","zone3"
9,"MissedShots",100.590003204346,31.1439994812011,0.111264169216156,"Dominic Calvert-Lewin","h","OpenPlay","Head","Everton","Southampton",3,1,"2021-08-14 14:00:00","Demarai Gray","Aerial","NoGoal","zone1"
33,"BlockedShot",82.3200016021729,27.8120010375976,0.0881666764616966,"Lucas Digne","h","DirectFreekick","LeftFoot","Everton","Southampton",3,1,"2021-08-14 14:00:00",NA,"Standard","NoGoal","zone3"
34,"MissedShots",98.8049983978272,35.8360005187989,0.0932527035474777,"Dominic Calvert-Lewin","h","OpenPlay","Head","Everton","Southampton",3,1,"2021-08-14 14:00:00","Andros Townsend","Cross","NoGoal","zone1"
43,"MissedShots",81.2700016021729,43.86,0.0172503776848316,"Lucas Digne","h","FromCorner","LeftFoot","Everton","Southampton",3,1,"2021-08-14 14:00:00",NA,"None","NoGoal","zone3"
46,"Goal",100.590003204346,36.2439994812011,0.553930580615997,"Richarlison","h","FromCorner","LeftFoot","Everton","Southampton",3,1,"2021-08-14 14:00:00","Andros Townsend","HeadPass","Goal","zone1"
50,"BlockedShot",95.2349967956543,40.5960005187989,0.0796629711985588,"Michael Keane","h","OpenPlay","LeftFoot","Everton","Southampton",3,1,"2021-08-14 14:00:00","Lucas Digne","Cross","NoGoal","zone2"
50,"SavedShot",103.109996795654,35.7679989624024,0.149703323841095,"Dominic Calvert-Lewin","h","OpenPlay","RightFoot","Everton","Southampton",3,1,"2021-08-14 14:00:00","Michael Keane","BallTouch","NoGoal","zone1"
53,"BlockedShot",94.2900032043457,41.4120010375977,0.0236166473478079,"Abdoulaye Doucouré","h","OpenPlay","Head","Everton","Southampton",3,1,"2021-08-14 14:00:00","Andros Townsend","Cross","NoGoal","zone2"
73,"MissedShots",92.4,30.3279989624023,0.0818346217274666,"Alex Iwobi","h","OpenPlay","RightFoot","Everton","Southampton",3,1,"2021-08-14 14:00:00","Seamus Coleman","Cross","NoGoal","zone2"
75,"Goal",89.1450016021728,26.3160005187989,0.0390993617475033,"Abdoulaye Doucouré","h","OpenPlay","RightFoot","Everton","Southampton",3,1,"2021-08-14 14:00:00","Alex Iwobi","HeadPass","Goal","zone2"
80,"Goal",100.695001602173,30.5320010375977,0.551921129226685,"Dominic Calvert-Lewin","h","OpenPlay","Head","Everton","Southampton",3,1,"2021-08-14 14:00:00","Richarlison","Cross","Goal","zone1"
84,"MissedShots",89.0400032043457,41.5479989624023,0.0942600816488266,"Dominic Calvert-Lewin","h","OpenPlay","RightFoot","Everton","Southampton",3,1,"2021-08-14 14:00:00","Lucas Digne","Pass","NoGoal","zone2"
87,"SavedShot",92.2950016021728,44.9479989624024,0.469779580831528,"Alex Iwobi","h","OpenPlay","LeftFoot","Everton","Southampton",3,1,"2021-08-14 14:00:00","Richarlison","Throughball","NoGoal","zone2"
4,"MissedShots",94.0799983978272,45.1520010375977,0.0143682230263948,"Adam Armstrong","a","SetPiece","Head","Everton","Southampton",3,1,"2021-08-14 14:00:00","James Ward-Prowse","Cross","NoGoal","zone2"
21,"Goal",89.9849967956543,37.1960005187988,0.361164569854736,"Adam Armstrong","a","OpenPlay","RightFoot","Everton","Southampton",3,1,"2021-08-14 14:00:00","Che Adams","Throughball","Goal","zone2"
40,"SavedShot",99.6450016021728,51.8840020751953,0.0453375466167927,"Adam Armstrong","a","OpenPlay","LeftFoot","Everton","Southampton",3,1,"2021-08-14 14:00:00",NA,"None","NoGoal","zone2"
71,"SavedShot",90.825,35.9039994812011,0.0747648552060127,"Mohammed Salisu","a","FromCorner","LeftFoot","Everton","Southampton",3,1,"2021-08-14 14:00:00","Romain Perraud","HeadPass","NoGoal","zone2"
77,"BlockedShot",83.2650032043457,43.7240020751953,0.0263153407722712,"Oriol Romeu","a","OpenPlay","RightFoot","Everton","Southampton",3,1,"2021-08-14 14:00:00",NA,"None","NoGoal","zone3"
86,"BlockedShot",98.5950016021728,31.5520010375977,0.0586502626538277,"Ibrahima Diallo","a","SetPiece","Head","Everton","Southampton",3,1,"2021-08-14 14:00:00","James Ward-Prowse","BallTouch","NoGoal","zone1"
9,"SavedShot",97.0200016021729,48.8240020751953,0.0456856079399586,"Jamie Vardy","h","OpenPlay","LeftFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Ayoze Pérez","Chipped","NoGoal","zone2"
15,"MissedShots",101.115003204346,21.6239994812011,0.0540687143802643,"Jamie Vardy","h","OpenPlay","RightFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00",NA,"None","NoGoal","zone2"
25,"SavedShot",80.7450016021728,37.5360005187988,0.0286416448652744,"Jamie Vardy","h","OpenPlay","LeftFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Ayoze Pérez","Pass","NoGoal","zone3"
33,"MissedShots",91.6650032043457,28.0160005187989,0.0805876031517982,"Jamie Vardy","h","OpenPlay","RightFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","James Maddison","Chipped","NoGoal","zone2"
40,"Goal",97.9650032043457,29.58,0.114399470388889,"Jamie Vardy","h","OpenPlay","LeftFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Ricardo Pereira","Cross","Goal","zone2"
45,"SavedShot",93.8700016021728,42.7039994812011,0.110080204904079,"Harvey Barnes","h","OpenPlay","RightFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Jamie Vardy","Pass","NoGoal","zone2"
45,"SavedShot",76.125,31.6879989624024,0.0173946470022202,"Youri Tielemans","h","OpenPlay","RightFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Ayoze Pérez","Pass","NoGoal","zone3"
76,"MissedShots",89.775,23.0520010375977,0.133042454719543,"Jamie Vardy","h","OpenPlay","RightFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Youri Tielemans","Throughball","NoGoal","zone2"
91,"BlockedShot",85.3650032043457,29.1720010375977,0.0841811820864677,"Kelechi Iheanacho","h","OpenPlay","LeftFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Jamie Vardy","Pass","NoGoal","zone3"
17,"BlockedShot",81.1650032043457,21.5560005187989,0.0375504344701767,"Adama Traoré","a","OpenPlay","RightFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00",NA,"BallRecovery","NoGoal","zone3"
23,"MissedShots",76.9650032043457,21.9639994812011,0.0127817541360855,"Rúben Neves","a","OpenPlay","RightFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Raúl Jiménez","Pass","NoGoal","zone3"
35,"MissedShots",88.4099967956543,36.04,0.531422138214111,"Adama Traoré","a","OpenPlay","RightFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","João Moutinho","Throughball","NoGoal","zone2"
46,"BlockedShot",91.0349967956543,35.9039994812011,0.0965153500437737,"Adama Traoré","a","OpenPlay","LeftFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00",NA,"TakeOn","NoGoal","zone2"
46,"MissedShots",79.275,25.5,0.0179598331451416,"João Moutinho","a","OpenPlay","RightFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00",NA,"None","NoGoal","zone3"
50,"BlockedShot",96.4950016021728,23.7320010375977,0.06417565792799,"Trincão","a","OpenPlay","LeftFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Rúben Neves","Pass","NoGoal","zone2"
52,"MissedShots",91.9799983978272,33.9320010375977,0.0228928532451391,"Raúl Jiménez","a","OpenPlay","Head","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Fernando Marçal","Aerial","NoGoal","zone2"
56,"MissedShots",89.8799983978272,21.6919997406006,0.0338298976421356,"Ki-Jana Hoever","a","OpenPlay","RightFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Trincão","Pass","NoGoal","zone2"
60,"BlockedShot",76.65,44.4040020751953,0.0160408616065979,"Adama Traoré","a","OpenPlay","RightFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Trincão","Pass","NoGoal","zone3"
64,"MissedShots",96.3900032043457,37.74,0.0863142684102058,"Raúl Jiménez","a","OpenPlay","Head","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Ki-Jana Hoever","Cross","NoGoal","zone2"
66,"SavedShot",89.9849967956543,40.8,0.0297635179013014,"Adama Traoré","a","OpenPlay","RightFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Romain Saiss","Aerial","NoGoal","zone2"
72,"SavedShot",78.5400032043457,21.8960005187989,0.0143700800836086,"Trincão","a","OpenPlay","LeftFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Raúl Jiménez","LayOff","NoGoal","zone3"
78,"BlockedShot",93.0299983978272,48.7559979248047,0.0369066186249256,"Adama Traoré","a","OpenPlay","LeftFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00",NA,"BallRecovery","NoGoal","zone2"
86,"BlockedShot",100.484996795654,27.1320010375977,0.157901644706726,"Max Kilman","a","OpenPlay","LeftFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Raúl Jiménez","TakeOn","NoGoal","zone1"
86,"SavedShot",95.55,36.9239994812011,0.0383398532867432,"Max Kilman","a","OpenPlay","Head","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Rúben Neves","Aerial","NoGoal","zone2"
87,"BlockedShot",89.25,34.4760005187989,0.081414982676506,"Morgan Gibbs-White","a","OpenPlay","LeftFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00","Adama Traoré","Pass","NoGoal","zone2"
88,"MissedShots",91.7700016021728,24.5479989624023,0.0489605888724327,"Raúl Jiménez","a","FromCorner","RightFoot","Leicester","Wolverhampton Wanderers",1,0,"2021-08-14 14:00:00",NA,"None","NoGoal","zone2"
2,"MissedShots",88.4099967956543,25.3639994812011,0.0380176305770874,"Ismaila Sarr","h","FromCorner","RightFoot","Watford","Aston Villa",3,2,"2021-08-14 14:00:00",NA,"None","NoGoal","zone2"
9,"BlockedShot",94.1849967956543,28.7639994812011,0.120905421674252,"Emmanuel Dennis","h","OpenPlay","RightFoot","Watford","Aston Villa",3,2,"2021-08-14 14:00:00","Ismaila Sarr","Pass","NoGoal","zone2"
9,"Goal",94.3950016021729,29.7160005187989,0.109379887580872,"Emmanuel Dennis","h","OpenPlay","RightFoot","Watford","Aston Villa",3,2,"2021-08-14 14:00:00",NA,"Rebound","Goal","zone2"
27,"SavedShot",80.4299983978271,27.2,0.0494698286056519,"Ismaila Sarr","h","OpenPlay","RightFoot","Watford","Aston Villa",3,2,"2021-08-14 14:00:00","Emmanuel Dennis","TakeOn","NoGoal","zone3"
28,"SavedShot",99.75,21.08,0.0896204337477684,"Emmanuel Dennis","h","OpenPlay","RightFoot","Watford","Aston Villa",3,2,"2021-08-14 14:00:00","Ismaila Sarr","TakeOn","NoGoal","zone2"
31,"MissedShots",85.6799983978272,42.7720010375977,0.0800730288028717,"Juraj Kucka","h","OpenPlay","RightFoot","Watford","Aston Villa",3,2,"2021-08-14 14:00:00","Emmanuel Dennis","LayOff","NoGoal","zone3"
39,"MissedShots",97.8599967956543,31.4160005187989,0.416583389043808,"Christian Kabasele","h","SetPiece","Head","Watford","Aston Villa",3,2,"2021-08-14 14:00:00","Ken Sema","Cross","NoGoal","zone2"
41,"Goal",93.8700016021728,20.2639994812011,0.0847548022866249,"Ismaila Sarr","h","OpenPlay","RightFoot","Watford","Aston Villa",3,2,"2021-08-14 14:00:00","Emmanuel Dennis","Pass","Goal","zone2"
