"player","xg_Aerial","xg_Cross","xg_None","xg_Pass","xg_Dribble","xg_LooseBall","xg_Chipped","xg_Throughball","xg_LayOff","n_shots_Aerial","n_shots_Cross","n_shots_None","n_shots_Pass","n_shots_Dribble","n_shots_LooseBall","n_shots_Chipped","n_shots_Throughball","n_shots_LayOff","xg_foot","xg_headother","n_shots_foot","n_shots_headother","xa_Aerial","xa_Chipped","xa_Cross","xa_LooseBall","xa_Pass","xa_Dribble","xa_Throughball","xa_LayOff","xa_None","n_assists_Aerial","n_assists_Chipped","n_assists_Cross","n_assists_LooseBall","n_assists_Pass","n_assists_Dribble","n_assists_Throughball","n_assists_LayOff","n_assists_None","xa_foot","xa_headother","n_assists_foot","n_assists_headother","totxg","totxa"
"Umar Sadiq",0,0,0,0,0.018,0,0,0.355,0,0,0,0,0,1,0,0,1,0,0.372,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,0
"Unai Bustinza",0.022,0,0.033,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.033,0.022,1,1,0.018,0,0.141,0,0.043,0,0,0,0,1,0,1,0,1,0,0,0,0,0.043,0.158,1,2,0.111,0.402
"Unai Núñez",0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,1,0,0,0,0.112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0
"Vágner",0,0,0,0.138,0,0.024,0,0,0,0,0,0,2,0,1,0,0,0,0.163,0,3,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,1,0,0,0,0,0.117,0,1,0,0.325,0.234
"Vahid Selimovic",0,0,0,0.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"Valentin Eysseric",0.023,0.114,0.144,0.165,0.113,0.065,0.039,0,0,1,2,2,4,2,1,1,0,0,0.625,0.039,12,1,0,0.117,0,0.026,0.842,0,0,0,0,0,3,0,1,13,0,0,0,0,0.952,0.033,16,1,1.326,1.97
"Valentin Rongier",0.099,0.031,0,0.61,0.135,0,0,0.37,0,2,1,0,11,2,0,0,1,0,1.202,0.044,15,2,0,0.386,0.541,0.02,0.338,0.091,0.355,0.033,0,0,2,1,1,16,2,1,2,0,0.898,0.865,23,2,2.491,3.527
"Valentin Rosier",0.017,0,0.246,0.118,0.017,0.054,0.043,0.326,0,1,0,5,4,1,2,2,1,0,0.821,0,16,0,0.037,0.236,0.093,0,0.995,0.08,0.701,0,0,2,2,2,0,4,2,2,0,0,1.905,0.236,10,4,1.643,4.283
"Valentin Stocker",0,0,0.023,0.017,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.041,0,2,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,1,0,0,0,0,0.023,0,1,0,0.082,0.047
"Valentin Vada",0,0,0.044,0.631,0,0.061,0,0,0.022,0,0,1,7,0,1,0,0,1,0.758,0,10,0,0,0,0,0,0.023,0.079,0,0,0,0,0,0,0,1,2,0,0,0,0.101,0,3,0,1.515,0.203
"Valentino Lazaro",0,1.032,0.107,0.612,0,0.035,0,0.342,0,0,2,2,10,0,1,0,1,0,2.128,0,16,0,0.058,0,2.523,0,0.76,0,0,0,0,2,0,8,0,10,0,0,0,0,2.458,0.883,16,4,4.257,6.683
"Valère Germain",0.548,1.735,0.828,3.013,0,0.137,0.574,1.061,0,5,9,4,14,0,3,3,5,0,7.137,0.758,37,6,0.672,0.026,0.662,0,0.769,0.155,0.897,0.107,0,2,1,3,0,7,4,3,1,0,2.416,0.873,18,3,15.791,6.577
"Valerio Verre",0,0.094,0,0.056,0,0.017,0,0,0,0,2,0,3,0,1,0,0,0,0.073,0.094,4,2,0,0.263,0,0,0.027,0,0,0,0.014,0,1,0,0,2,0,0,0,1,0.042,0.263,3,1,0.333,0.61
"Valon Behrami",0.024,0.348,0,0.036,0.04,0.076,0,0,0,1,1,0,2,1,3,0,0,0,0.152,0.372,6,2,0,0,0,0.024,0.208,0,0,0,0,0,0,0,1,6,0,0,0,0,0.231,0,7,0,1.048,0.462
"Valter Birsa",0.131,0.714,0.032,0.725,0.155,0.05,0.53,0,0.081,4,6,2,21,4,1,3,0,2,1.646,0.773,38,5,0.04,0.65,0.737,0,1.183,0.036,0,0,0,1,2,7,0,21,1,0,0,0,2.336,0.312,26,6,4.836,5.295
"Vasco Regini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.012,0,1,0,0.023
"Vasilije Janjicic",0.011,0,0,0.018,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.029,0,2,0,0.092,0,0,0.009,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.101,0,3,0,0.057,0.203
"Vasilis Torosidis",0,0,0.014,0.024,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.038,0,2,0,0,0,0.127,0,0.085,0,0,0,0,0,0,2,0,2,0,0,0,0,0.213,0,4,0,0.077,0.425
"Vedad Ibisevic",0.096,1.53,0.671,2.248,0.159,0.363,0,0.444,0,3,9,2,12,1,1,0,1,0,5.128,0.383,22,7,0,0.321,0.571,0,0.281,0.448,0,0,0,0,1,1,0,8,2,0,0,0,1.3,0.321,11,1,11.022,3.242
"Vicente Gómez",0.067,0,0.01,0.251,0,0.013,0.111,0,0,2,0,1,5,0,1,2,0,0,0.386,0.067,9,2,0,0.229,0,0,0.066,0.015,0,0,0,0,1,0,0,3,1,0,0,0,0.311,0,5,0,0.904,0.621
"Vicente Iborra",0.057,0.168,0.042,0.021,0,0.087,0,0,0,1,2,1,1,0,1,0,0,0,0.318,0.057,5,1,0.218,0.083,0,0,0.115,0,0,0,0,2,1,0,0,4,0,0,0,0,0.255,0.16,6,1,0.75,0.832
"Víctor Camarasa",0.043,0.129,0,0.995,0.025,0.062,0,0,0,1,1,0,13,1,1,0,0,0,0.554,0.7,15,2,0,0,0,0,0.816,0.068,0.301,0,0,0,0,0,0,9,1,1,0,0,1.185,0,11,0,2.508,2.371
"Víctor Laguardia",0,0.045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0
"Víctor López",0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,1,0,0,0.069,0,1,0,0.073,0,0.088,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.161,0,2,0,0.137,0.323
"Victor Moses",0,0.035,0.495,0.684,0.385,0.317,0.417,0.542,0,0,1,2,12,5,2,4,1,0,2.839,0.035,26,1,0.105,0,1.631,0,0.546,0,0.304,0,0,2,0,8,0,7,0,1,0,0,0.916,1.67,10,8,5.748,5.172
"Victor Osimhen",0.064,0.032,0.425,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0.425,0.096,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.043,0
"Víctor Ruiz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0.018,0,0,0,0,0,1,0,0,1,0,0,0,0.018,0.044,1,1,0,0.125
"Víctor Sánchez",0.09,0.019,0.035,0.071,0.12,0,0,0,0,3,1,1,3,2,0,0,0,0,0.262,0.073,8,2,0,0.043,0.37,0,0.076,0,0,0,0,0,2,2,0,1,0,0,0,0,0.119,0.37,3,2,0.67,0.978
"Victor Wanyama",0,0,0.036,0.09,0,0.029,0.008,0,0,0,0,2,4,0,1,1,0,0,0.163,0,8,0,0,0,0,0,0.045,0.155,0,0.063,0,0,0,0,0,2,2,0,1,0,0.263,0,5,0,0.326,0.526
"Vigaray",0,0.106,0,0.129,0.012,0,0,0,0,0,1,0,1,1,0,0,0,0,0.141,0.106,2,1,0,0.019,0,0,0,0.01,0,0,0,0,1,0,0,0,1,0,0,0,0.01,0.019,1,1,0.494,0.06
"Viktor Fischer",0,0,0.015,0.233,0,0,0.077,0,0,0,0,1,4,0,0,1,0,0,0.325,0,6,0,0,0,0,0,0.092,0,0,0,0,0,0,0,0,4,0,0,0,0,0.092,0,4,0,0.649,0.185
"Vincent Bessat",0.107,0,0.035,0.141,0,0,0,0,0.034,4,0,2,5,0,0,0,0,2,0.262,0.055,12,1,0.335,0.011,0.439,0,0.025,0,0,0,0,4,1,7,0,2,0,0,0,0,0.222,0.588,5,9,0.635,1.62
"Vincent Kompany",0,0.07,0,0,0,0,0,0.077,0,0,1,0,0,0,0,0,1,0,0.07,0.077,1,1,0,0,0,0,0.034,0,0.294,0,0,0,0,0,0,2,0,1,0,0,0.327,0,3,0,0.294,0.654
"Vincent Koziello",0,0,0.049,0.103,0.096,0,0,0,0.092,0,0,1,1,1,0,0,0,2,0.34,0,5,0,0.047,0,0,0.017,0.587,0.067,0,0,0,1,0,0,1,7,3,0,0,0,0.718,0,12,0,0.681,1.437
"Vincent Laurini",0.011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.011,0,1,0,0.142,0,0.908,0,0.229,0,0,0,0,2,0,8,0,6,0,0,0,0,0.383,0.896,9,7,0.022,2.56
"Vincent Manceau",0,0.311,0.011,0.275,0,0.072,0,0,0,0,1,1,8,0,2,0,0,0,0.669,0,12,0,0.059,0.038,0.315,0,0.479,0.087,0.739,0,0,1,2,5,0,10,1,2,0,0,1.574,0.142,18,3,1.338,3.432
"Vincent Pajot",0.032,0.149,0.149,0.522,0,0,0,0,0.012,2,3,3,5,0,0,0,0,1,0.714,0.149,11,3,0.015,0,0,0,0.751,0,0.788,0,0,1,0,0,0,5,0,2,0,0,1.554,0,8,0,1.726,3.108
"Vincent Sierro",0,0,0,0.177,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.177,0,3,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,3,0,0,0,0,0.062,0,3,0,0.354,0.124
"Vincenzo Grifo",0.027,0,0,0.515,0,0,0.072,0,0,1,0,0,6,0,0,1,0,0,0.615,0,8,0,0,0.1,1.057,0,0.899,0.173,0,0,0,0,1,4,0,11,2,0,0,0,2.205,0.024,17,1,1.229,4.457
"Virgil van Dijk",0.086,0.015,0,0.093,0.096,0,0.008,0,0,3,1,0,3,1,0,1,0,0,0.237,0.061,7,2,0,0.611,0,0.019,0.132,0,0,0,0,0,2,0,1,2,0,0,0,0,0.463,0.299,4,1,0.595,1.525
"Vitolo",0,0.582,0.406,0.252,0.227,0,0.142,0.4,0,0,2,2,3,4,0,1,1,0,1.826,0.184,11,2,0,0,0,0,1.664,0.145,0,0,0,0,0,0,0,8,1,0,0,0,1.809,0,9,0,4.018,3.619
"Vitor Hugo",0.009,0,0.023,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.023,0.009,1,1,0,0,0,0.026,0,0.343,0,0,0,0,0,0,1,0,1,0,0,0,0.369,0,2,0,0.063,0.737
"Vitorino Antunes",0,0,0.044,0,0.028,0.055,0.049,0,0,0,0,3,0,2,4,1,0,0,0.176,0,10,0,0.05,0,0.218,0,0.443,0.61,0.309,0,0,1,0,2,0,2,2,1,0,0,1.473,0.157,6,2,0.351,3.26
"Vittorio Parigini",0,0.407,0,0.188,0.05,0,0.218,0,0,0,2,0,8,3,0,3,0,0,0.327,0.537,14,2,0,0.3,0.163,0,0.273,0.41,0,0.091,0,0,1,3,0,5,1,0,1,0,0.938,0.3,10,1,1.727,2.474
"Vlad Chiriches",0,0,0,0.012,0,0.012,0,0,0,0,0,0,1,0,1,0,0,0,0.024,0,2,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,1,0,0,0,0,0.013,0,1,0,0.048,0.025
"Vladimir Darida",0.022,0.361,0.117,0.313,0.139,0,0,0,0,1,2,4,9,2,0,0,0,0,0.951,0,18,0,0,0,0.242,0,0.811,0.089,0.422,0,0,0,0,2,0,8,1,2,0,0,1.322,0.242,11,2,1.902,3.128
"Vukasin Jovanovic",0,0.031,0,0.028,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.028,0.031,2,1,0,0.035,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.035,0,1,0,0.119,0.07
"Wahbi Khazri",0,0.646,0.475,1.404,0.653,0.48,0,0,0.034,0,5,4,22,5,8,0,0,1,3.25,0.442,42,3,0,0.114,0.128,0,2.035,0.014,0.389,0.06,0,0,2,2,0,14,1,1,2,0,2.739,0,22,0,7.384,5.477
"Walace",0,0,0.139,0.15,0,0.042,0,0,0,0,0,3,6,0,3,0,0,0,0.331,0,12,0,0,0,0,0,0.477,0.385,0.326,0,0,0,0,0,0,7,1,1,0,0,1.189,0,9,0,0.662,2.377
"Waldemar Anton",0.011,0,0.053,0.141,0,0.012,0,0,0,1,0,1,5,0,1,0,0,0,0.217,0,8,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,2,0,0,0,0,0.037,0,2,0,0.435,0.073
"Wallace",0.01,0,0,0.021,0.029,0,0,0,0,1,0,0,2,2,0,0,0,0,0.06,0,5,0,0,0,0.092,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.092,0,1,0,0.12,0.185
"Walter Montoya",0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,1,0,0,0,0.044,0,1,0,0,0,0,0,0,0,0.326,0,0,0,0,0,0,0,0,1,0,0,0.326,0,1,0,0.088,0.652
"Wayne Rooney",0.161,0.356,0.488,0.828,0.008,1.327,0,0,0.012,6,2,3,12,1,4,0,0,1,2.793,0.386,26,3,0.069,0,0.266,0,1.157,0,0.134,0,0,1,0,4,0,18,0,1,0,0,1.564,0.062,22,2,6.359,3.251
"Wayne Routledge",0.077,0,0.026,0.129,0,0,0,0.154,0,1,0,1,2,0,0,0,1,0,0.309,0.077,4,1,0.027,0.025,0.328,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0.063,0.317,1,4,0.771,0.76
"Wendell",0,0,0.095,0.188,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0.284,0,8,0,0.048,0.054,0.748,0,0.669,0.097,0.554,0,0,1,1,6,0,8,1,2,0,0,2.018,0.152,16,3,0.567,4.339
"Wes Morgan",0,0,0.006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.006,0,1,0,0.133,0,0,0.047,0.098,0.029,0,0,0,1,0,0,1,1,1,0,0,0,0.307,0,4,0,0.012,0.615
"Wesley Hoedt",0,0.077,0,0.021,0,0.01,0,0,0,0,1,0,2,0,1,0,0,0,0.031,0.077,3,1,0,0,0.084,0,0.18,0.157,0,0,0,0,0,1,0,5,3,0,0,0,0.422,0,9,0,0.216,0.844
"Wesley Said",0.141,0.215,0.373,1.1,0.476,0.27,0.805,0.483,0.018,5,5,5,11,5,5,6,2,1,3.415,0.464,39,6,0.006,0,0.021,0,1.541,0.149,0.31,0,0,1,0,1,0,8,2,1,0,0,2.026,0,13,0,7.759,4.052
"Wesley Sneijder",0,0.085,0.015,0.174,0.035,0,0.063,0,0,0,1,1,10,2,0,1,0,0,0.373,0,15,0,0,0,0.145,0,0.325,0,0.321,0,0,0,0,2,0,6,0,1,0,0,0.734,0.056,8,1,0.746,1.581
"Weston McKennie",0.119,0.462,0.073,0.045,0,0,0,0,0,2,1,3,2,0,0,0,0,0,0.152,0.547,5,3,0.01,0.141,0,0.047,0.15,0,0.439,0,0,1,2,0,2,4,0,1,0,0,0.786,0,10,0,1.398,1.571
"Wilfred Ndidi",0,0.106,0.24,0.203,0.11,0.071,0,0,0.052,0,1,8,8,2,4,0,0,1,0.675,0.106,23,1,0.122,0.035,0.03,0,0.25,0.073,0,0,0,2,1,1,0,5,2,0,0,0,0.48,0.03,10,1,1.562,1.02
"Wilfried Bony",0.015,0.193,0.749,0.202,0.019,0,0,0,0,1,3,3,6,1,0,0,0,0,1.147,0.03,12,2,0.086,0,0,0,0.097,0,0,0,0,1,0,0,0,3,0,0,0,0,0.183,0,4,0,2.356,0.366
"Wilfried Kanga",0,0.087,0.025,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.025,0.087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0
"Wilfried Zaha",0.044,1.478,0.179,4.343,1.157,0.632,0.743,0,0,1,5,3,28,8,7,5,0,0,7.728,0.848,53,4,0,0,0.326,0,3.862,0.319,0.503,0,0.08,0,0,4,0,40,4,1,0,1,4.786,0.304,47,3,17.152,10.18
"Will Hughes",0,0.113,0.13,0.219,0,0.162,0,0,0.012,0,1,3,3,0,2,0,0,1,0.636,0,10,0,0,0,0,0,0.871,0.108,0.305,0,0,0,0,0,0,13,2,1,0,0,1.283,0,16,0,1.272,2.567
"Willi Orban",0,0.118,0,0.09,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.09,0.118,1,1,0.086,0,0,0,0.048,0,0,0,0,2,0,0,0,1,0,0,0,0,0.135,0,3,0,0.415,0.269
"William",0,0,0,0.106,0.074,0,0.011,0,0,0,0,0,4,1,0,1,0,0,0.192,0,6,0,0.021,0.048,0.464,0.056,0.454,0.788,0,0,0,1,1,4,1,6,4,0,0,0,1.81,0.021,16,1,0.383,3.661
"Willian",0.03,0.593,0.068,1.734,0.52,0.623,0.162,0.944,0.079,1,1,1,23,6,2,3,2,1,4.159,0.593,39,1,0.115,0.014,1.646,0,2.039,0.164,0.528,0.032,0,2,1,7,0,26,3,1,1,0,3.902,0.636,38,3,9.504,9.075
"Willian José",0.896,1.483,0.225,2.706,0.548,0.481,0.399,0.106,0.137,10,16,4,23,4,5,3,1,2,4.797,2.183,44,24,0.043,0.619,0.34,0,1.787,0.663,0.875,0.084,0,1,6,1,0,21,3,2,3,0,4.072,0.34,36,1,13.959,8.824
"Winston Reid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.069,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.111,0,3,0,0,0.221
"Wissam Ben Yedder",0.545,0.115,2.748,4.577,0.917,1.009,0.833,1.69,0,3,3,6,20,5,2,3,4,0,11.972,0.462,42,4,0,0.094,0,0.028,1.27,0.105,0,0.109,0,0,1,0,1,20,2,0,2,0,1.606,0,26,0,24.869,3.213
"Wylan Cyprien",0,0.334,0.029,0.383,0.179,0.044,0,0,0,0,1,2,9,1,2,0,0,0,0.968,0,15,0,0,0,0,0,0.574,0.072,0.104,0,0,0,0,0,0,7,2,1,0,0,0.75,0,10,0,1.937,1.499
"Xabi Prieto",0.051,0.177,0.409,0.203,0,0.431,0.095,0,0,1,3,1,1,0,1,2,0,0,1.292,0.074,7,2,0.582,0.074,0.775,0,2.664,0.307,0,0,0,5,2,3,0,21,6,0,0,0,3.738,0.663,30,7,2.732,8.804
"Xeka",0.079,0.978,0.055,0.33,0,0.068,0,0,0.015,3,5,3,10,0,2,0,0,1,0.924,0.601,19,5,0.017,0.162,0,0,0.412,0.015,0.266,0,0,1,2,0,0,4,1,2,0,0,0.762,0.112,9,1,3.051,1.747
"Xherdan Shaqiri",0.173,0.099,0.093,1.258,0.283,0.102,0.45,0.832,0.051,6,1,2,30,5,3,4,3,1,3.243,0.099,54,1,0.047,1.113,0.922,0.069,1.228,0.059,0.32,0.024,0,1,8,4,1,19,3,1,1,0,2.712,1.07,31,7,6.685,7.565
"Ximo Navarro",0,0,0,0.034,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.034,0,2,0,0.006,0,0,0,0.118,0,0.326,0,0,1,0,0,0,3,0,1,0,0,0.444,0.006,4,1,0.068,0.9
"Yacine Bammou",0,0.064,0.171,0.223,0,0.062,0.07,0.115,0.012,0,1,4,6,0,2,2,1,1,0.717,0,17,0,0.034,0.022,0,0,0.077,0,0,0,0,1,1,0,0,4,0,0,0,0,0.077,0.056,4,2,1.435,0.265
"Yann Bodiger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.046,0,1,0,0,0.091
"Yann Jouffre",0,0,0,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,0,1,0,0.015,0.012,0.011,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.012,0.026,1,2,0.099,0.077
"Yann Karamoh",0,0.368,0.024,1.094,0.074,0.029,0.553,0,0,0,2,1,9,1,1,2,0,0,2.143,0,16,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,1,0,0,0,0,0.095,0,1,0,4.286,0.189
"Yann M&#039;Vila",0.031,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.031,0,2,0,0,0.06,0,0,0.027,0.022,0,0,0,0,1,0,0,1,1,0,0,0,0.109,0,3,0,0.062,0.218
"Yannick Bolasie",0.396,0.12,0.153,0.271,0,0.03,0.068,0,0,2,1,3,7,0,1,1,0,0,0.642,0.396,13,2,0.037,0,0.194,0,0.108,0,0,0,0,1,0,1,0,2,0,0,0,0,0.108,0.231,2,2,2.076,0.678
"Yannick Cahuzac",0,0,0,0.043,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.043,0,2,0,0,0,0,0,0.038,0.085,0,0,0,0,0,0,0,1,2,0,0,0,0.124,0,3,0,0.085,0.247
"Yannick Carrasco",0.05,0,0,0.348,1.005,0.015,0.311,0.429,0,1,0,0,5,7,1,1,1,0,2.158,0,16,0,0,0,0.473,0,1.688,0.186,0.337,0,0,0,0,2,0,11,2,1,0,0,2.331,0.353,15,1,4.316,5.367
"Yannick Gerhardt",0.079,0.022,0.112,0.023,0.121,0,0,0,0,1,1,2,1,2,0,0,0,0,0.357,0,7,0,0,0,0,0,0.405,0.08,0,0,0.066,0,0,0,0,9,2,0,0,1,0.551,0,12,0,0.715,1.102
"Yannis Salibur",0,0,0.542,0.993,0.658,0.18,0.076,0.401,0.008,0,0,8,21,5,3,2,1,1,2.858,0,41,0,0.095,0.38,0.568,0.412,0.51,0.009,0,0,0.016,2,3,2,1,8,1,0,0,1,1.846,0.145,15,3,5.715,3.982
"Yassine Benzia",0,0.174,0.195,0.662,0.14,0,0,0,0,0,2,3,15,3,0,0,0,0,1.171,0,23,0,0.013,0.067,0,0.376,1.09,0.491,1.564,0,0,1,3,0,1,30,3,5,0,0,3.569,0.033,42,1,2.342,7.203
"Yassine El Ghanassy",0,0,0,0.158,0.179,0.047,0.078,0,0.059,0,0,0,3,2,2,1,0,1,0.521,0,9,0,0,0.07,0,0,0.359,0,0.103,0,0,0,1,0,0,8,0,1,0,0,0.462,0.07,9,1,1.043,1.065
"Yaya Sanogo",0.197,2.32,0.091,0.577,0.288,0.42,0.348,1.218,0,3,17,2,5,4,2,1,4,0,3.363,2.097,23,15,0.052,0.023,0,0,0.16,0.1,0,0.014,0,2,1,0,0,6,1,0,1,0,0.349,0,11,0,10.919,0.699
"Yaya Touré",0,0,0,0.111,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.111,0,2,0,0,0.352,0,0,0.28,0.076,0.077,0,0,0,1,0,0,4,1,1,0,0,0.356,0.429,5,2,0.223,1.57
"Yeni N&#039;Gbakoto",0,0.036,0.048,0.115,0,0.552,0.057,0,0,0,1,1,2,0,1,1,0,0,0.772,0.036,5,1,0,0,0,0,0.071,0,0,0,0,0,0,0,0,2,0,0,0,0,0.071,0,2,0,1.616,0.142
"Yeray Álvarez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.058,0,0,0,0,0,0,0,1,1,0,0,0,0,0.068,0,2,0,0,0.137
"Yerry Mina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.151,0,0,0,0,0,0,0,2,1,0,0,0,0.243,0,3,0,0,0.486
"Yevhen Konoplyanka",0.166,0.307,0.168,1.826,0.444,1.184,0.043,0.92,0,3,3,3,28,2,8,2,2,0,4.878,0.18,49,2,0,0,1.144,0,2.877,0.089,0,0,0,0,0,8,0,14,1,0,0,0,3.571,0.54,21,2,10.116,8.221
"Yoann Andreu",0,0,0.085,0.052,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0.137,0,5,0,0.03,0,1.148,0,0.544,0.089,0,0,0,1,0,5,0,5,2,0,0,0,1.229,0.582,8,5,0.274,3.623
"Yoann Gourcuff",0.066,0.024,0.017,0.212,0,0.041,0,0,0,3,1,1,3,0,1,0,0,0,0.281,0.079,6,3,0,0.614,0,0.081,0.144,0,0,0,0,0,1,0,1,2,0,0,0,0,0.225,0.614,3,1,0.721,1.678
"Yoann Salmier",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.069,0,1,0,0,0.138
"Yoel Armougom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.038,0,1,0,0.076
"Yohan Benalouane",0,0,0.014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0
"Yohan Cabaye",0.022,0.03,0.111,1.28,0.112,0.186,0,0,0,2,1,4,19,1,2,0,0,0,1.741,0,29,0,0,1.152,0,0,0.754,0.083,0,0,0,0,4,0,0,10,2,0,0,0,1.14,0.849,13,3,3.482,3.978
"Yoric Ravet",0.089,0.061,0,0.24,0,0.027,0,0,0,1,1,0,7,0,2,0,0,0,0.418,0,11,0,0.049,0.234,0,0,0.501,0,0,0,0,2,1,0,0,4,0,0,0,0,0.784,0,7,0,0.837,1.568
"Yoshinori Muto",0.301,1.45,0.08,2.062,0,0.795,0,0,0,6,9,1,15,0,4,0,0,0,3.725,0.963,26,9,0.049,0,0.439,0.065,1.1,0,0,0,0,1,0,1,2,12,0,0,0,0,1.214,0.439,15,1,9.377,3.305
"Younousse Sankhare",0.117,1.867,0,2.027,0.061,0.801,0.053,0,0.051,4,6,0,16,1,3,1,0,1,3.253,1.724,23,9,0,0.038,0.257,0,0.656,0.215,0.359,0.045,0,0,1,2,0,11,4,1,1,0,1.313,0.257,18,2,9.954,3.14
"Youri Tielemans",0,0.179,0.033,0.498,0.367,0.04,0,0,0,0,2,2,11,4,3,0,0,0,1.117,0,22,0,0,0,0.5,0.018,0.502,0.057,0,0.038,0,0,0,1,1,11,1,0,1,0,1.116,0,15,0,2.234,2.231
"Youssef Ait Bennasser",0,0,0.074,0.222,0.028,0.014,0.009,0,0.073,0,0,6,11,2,1,1,0,2,0.42,0,23,0,0,0.113,0,0.011,0.342,0,0.345,0,0,0,3,0,1,8,0,1,0,0,0.811,0,13,0,0.84,1.622
"Youssef En-Nesyri",0.624,1.169,0.065,0.54,0.367,0.286,0.445,0.113,0,10,8,2,9,4,4,3,1,0,1.965,1.644,24,17,0.325,0,0.097,0,0.106,0.116,0,0,0.065,3,0,1,0,3,2,0,0,1,0.709,0,10,0,7.218,1.418
"Youssouf Sabaly",0,0,0.036,0.37,0.103,0,0.047,0,0,0,0,2,4,2,0,1,0,0,0.556,0,9,0,0.577,0.058,2.116,0,1.372,0,0.11,0,0,5,2,11,0,14,0,1,0,0,2.002,2.232,18,15,1.111,8.467
"Yunus Malli",0.011,0.192,0.576,2.003,0.55,0.117,0.33,0,0,1,3,4,24,7,2,2,0,0,3.319,0.46,40,3,0.275,0,0.16,0.048,1.381,0,0.508,0,0,4,0,2,2,16,0,1,0,0,2.048,0.325,21,4,7.558,4.745
