"player","xg_Aerial","xg_Cross","xg_None","xg_Pass","xg_Dribble","xg_LooseBall","xg_Chipped","xg_Throughball","xg_LayOff","n_shots_Aerial","n_shots_Cross","n_shots_None","n_shots_Pass","n_shots_Dribble","n_shots_LooseBall","n_shots_Chipped","n_shots_Throughball","n_shots_LayOff","xg_foot","xg_headother","n_shots_foot","n_shots_headother","xa_Aerial","xa_Chipped","xa_Cross","xa_LooseBall","xa_Pass","xa_Dribble","xa_Throughball","xa_LayOff","xa_None","n_assists_Aerial","n_assists_Chipped","n_assists_Cross","n_assists_LooseBall","n_assists_Pass","n_assists_Dribble","n_assists_Throughball","n_assists_LayOff","n_assists_None","xa_foot","xa_headother","n_assists_foot","n_assists_headother","totxg","totxa"
"Claudio Marchisio",0,0,0.028,0.068,0.063,0,0.009,0,0.016,0,0,1,3,2,0,1,0,1,0.185,0,8,0,0,0.135,0,0,0.02,0.466,0,0,0,0,2,0,0,1,1,0,0,0,0.622,0,4,0,0.369,1.243
"Claudio Pizarro",0.051,0.415,0,0.4,0,0,0.168,0,0,2,4,0,3,0,0,2,0,0,0.689,0.345,8,3,0,0,0,0,0.331,0,0.132,0,0,0,0,0,0,6,0,1,0,0,0.463,0,7,0,2.067,0.925
"Claudio Yacob",0,0,0.028,0.017,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.044,0,2,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,1,0,0,0,0,0.016,0,1,0,0.089,0.033
"Clément Grenier",0.015,0,0.17,0.161,0,0.481,0.322,0,0,1,0,4,2,0,3,1,0,0,0.826,0.322,10,1,0.094,0.214,0.036,0,0.533,0.177,0.321,0.014,0,3,4,1,0,5,3,1,1,0,1.329,0.059,16,2,2.297,2.776
"Clement Lenglet",0.044,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.044,0,1,0.068,0.267,0,0,0.022,0,0,0,0,1,1,0,0,1,0,0,0,0,0.357,0,3,0,0.089,0.714
"Clement Michelin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0.063,0,0,0,0,0,0,1,0,1,0,0,0,0,0.063,0.183,1,1,0,0.493
"Clinton N&#039;Jie",0.633,0.795,0,1.319,1.194,0.48,0.12,0.956,0,2,4,0,6,5,3,1,3,0,4.214,1.283,20,4,0,0,0.422,0,1.366,0.738,0,0.042,0,0,0,1,0,7,1,0,2,0,2.145,0.422,10,1,10.994,5.133
"Coke",0.42,0,0.535,0.882,0.103,0,0,0,0,3,0,1,3,2,0,0,0,0,1.925,0.014,8,1,0.099,0.057,0.038,0,0.209,0.014,0,0,0,2,1,1,0,6,1,0,0,0,0.298,0.119,9,2,3.878,0.834
"Collin Quaner",0,0.391,0.12,0.218,0.127,0,0,0.11,0.068,0,2,1,5,2,0,0,1,1,0.748,0.287,11,1,0,0,0.739,0,1.258,0.469,0,0,0,0,0,3,0,10,2,0,0,0,2.431,0.034,14,1,2.068,4.931
"Corentin Jean",0.013,0.076,0,0.283,0.173,0.02,0.047,0.339,0.044,1,1,0,6,4,1,1,1,1,0.92,0.076,15,1,0.034,0,1.736,0,0.189,0,0.313,0,0,1,0,12,0,5,0,1,0,0,1.608,0.663,13,6,1.992,4.542
"Corentin Tolisso",0.113,1.027,0.047,2.062,0.409,0.087,0.062,0,0,2,3,2,24,2,1,1,0,0,2.78,1.027,32,3,0.49,0.407,0,0,1.061,0.09,0.435,0,0,1,2,0,0,13,1,1,0,0,2.482,0,18,0,7.614,4.963
"Craig Dawson",0,0,0,0.247,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.247,0,3,0,0.325,0,0.284,0,0.013,0.023,0,0,0,2,0,1,0,1,1,0,0,0,0.615,0.03,4,1,0.493,1.289
"Cristhian Stuani",1.389,2.89,0.146,2.296,0.87,0.018,0.984,1.508,0,11,11,3,10,3,1,6,5,0,6.186,3.915,30,20,0.161,0.036,0,0.033,0.069,0.584,0,0,0,3,1,0,1,3,2,0,0,0,0.883,0,10,0,20.202,1.765
"Cristian Ansaldi",0,0.104,0.128,0.139,0.269,0,0,0,0,0,1,3,5,4,0,0,0,0,0.536,0.104,12,1,0,0,1.617,0,1.548,0.304,0,0,0,0,0,7,0,9,1,0,0,0,2.393,1.076,11,6,1.279,6.938
"Cristian Dell&#039;Orco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,2,0,0,0,0,0.034,0,2,0,0,0.069
"Cristian Molinaro",0,0,0,0,0.023,0,0.061,0,0,0,0,0,0,1,0,1,0,0,0.084,0,2,0,0.062,0.058,0.347,0,0.064,0.019,0,0,0,1,1,4,0,3,1,0,0,0,0.264,0.287,7,3,0.167,1.1
"Cristian Rivera",0,0,0,0.011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011,0,1,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,2,0,0,0,0,0.045,0,2,0,0.022,0.091
"Cristian Tello",0.035,0,0.232,0.608,0.373,0.602,0.088,0,0,1,0,4,10,6,5,2,0,0,1.938,0,28,0,0,0,0.046,0.017,1.373,0.199,0.877,0.014,0,0,0,1,1,16,2,2,1,0,2.48,0.046,22,1,3.876,5.052
"Cristian Zapata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.049,0.021,0,0,0,0,0,1,0,1,1,0,0,0,0,0.411,0,3,0,0,0.821
"Cristiano Biraghi",0.012,0.228,0.041,0.519,0,0.137,0,0,0.083,1,4,1,11,0,3,0,0,3,0.835,0.184,20,3,0.093,0.252,1.675,0.126,0.43,0.045,0,0,0,2,3,18,2,10,1,0,0,0,1.363,1.258,21,15,2.038,5.243
"Cristiano Lombardi",0,0.816,0,0.05,0.04,0.035,0.054,0,0,0,4,0,3,1,1,2,0,0,0.605,0.39,9,2,0.033,0,0.902,0.047,1.109,0,0,0,0,1,0,6,1,8,0,0,0,0,1.247,0.844,11,5,1.99,4.182
"Cristiano Ronaldo",1.816,3.651,0.44,6.751,1.561,0.892,1.457,2.352,0.134,12,18,7,58,11,3,15,6,2,16.71,2.345,112,20,0.132,0.345,0.585,0.058,2.766,0.167,1.112,0.156,0,2,2,2,1,23,2,3,3,0,5.083,0.236,35,3,38.11,10.639
"Cuco Martina",0.032,0,0.053,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.085,0,2,0,0.781,0.383,0.166,0,0.111,0.082,0,0,0,6,1,2,0,3,1,0,0,0,0.359,1.164,6,7,0.171,3.045
"Cyril Théréau",0.017,0.219,0.02,0.546,0,1.559,0.034,0.726,0,1,4,1,12,0,4,1,2,0,3.071,0.051,23,2,0.178,0,0.87,0,0.373,0.25,0.716,0.045,0,3,0,3,0,8,3,2,2,0,1.916,0.516,19,2,6.243,4.865
"Daichi Kamada",0.025,0,0,0.034,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.034,0.025,1,1,0,0,0,0,0.025,0,0,0,0,0,0,0,0,1,0,0,0,0,0.025,0,1,0,0.119,0.051
"Dalbert",0.009,0,0,0.069,0.016,0,0,0,0,1,0,0,3,1,0,0,0,0,0.093,0,5,0,0,0,0,0,0.208,0,0,0,0,0,0,0,0,3,0,0,0,0,0.208,0,3,0,0.187,0.416
"Dale Stephens",0.01,0.107,0.121,0.192,0,0.049,0,0,0,1,1,6,6,0,1,0,0,0,0.479,0,15,0,0,0.012,0,0.95,0.627,0,0.363,0,0,0,1,0,1,11,0,1,0,0,1.953,0,14,0,0.958,3.905
"Daley Blind",0,0.08,0,0,0,0.017,0,0,0,0,1,0,0,0,1,0,0,0,0.097,0,2,0,0.067,0,0,0,0.021,0,0,0,0,1,0,0,0,1,0,0,0,0,0.021,0.067,1,1,0.195,0.177
"Damián Suárez",0,0,0,0.026,0.343,0,0.008,0,0,0,0,0,2,1,0,1,0,0,0.377,0,4,0,0,0.408,0.066,0,0.611,0.198,0.108,0,0,0,4,2,0,6,5,1,0,0,1.358,0.033,17,1,0.754,2.781
"Damien Da Silva",0,0.095,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0
"Damir Ceter",0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06,0,1,0.088,0,0,0,0.11,0,0,0.058,0,2,0,0,0,1,0,0,1,0,0.257,0,4,0,0.119,0.513
"Dan-Axel Zagadou",0,0.024,0.019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.043,0,2,0,0,0,0.088,0,0.02,0,0,0,0,0,0,1,0,1,0,0,0,0,0.109,0,2,0,0.086,0.217
"Dan Gosling",0.051,0.193,0.26,0.886,0.457,0,0,0,0,1,2,4,6,2,0,0,0,0,1.62,0.227,12,3,0,0.032,0.048,0.081,0.514,0.128,0,0,0,0,2,1,2,9,2,0,0,0,0.755,0.048,15,1,3.696,1.606
"Dani Alves",0,0.324,0.077,0.15,0,0.043,0.105,0,0,0,1,1,3,0,1,2,0,0,0.375,0.324,7,1,0.063,0.683,1.149,0,1.881,0.294,0.479,0,0,2,7,10,0,13,1,2,0,0,3.859,0.69,26,9,1.397,9.097
"Dani Castellano",0,0.014,0,0.042,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.057,0,3,0,0,0,0.068,0.016,0.47,0.085,0,0,0,0,0,1,1,6,1,0,0,0,0.639,0,9,0,0.113,1.278
"Dani Ceballos",0,0,0.126,0.134,0.101,0,0,0,0,0,0,3,2,1,0,0,0,0,0.361,0,6,0,0,0,0,0,0.143,0.035,0,0,0,0,0,0,0,2,1,0,0,0,0.178,0,3,0,0.722,0.356
"Dani García",0.012,0,0.026,0.042,0,0.011,0.06,0,0,1,0,2,2,0,1,1,0,0,0.15,0,7,0,0.049,0.052,0.168,0.287,0.499,0.018,0,0,0,2,2,2,1,6,1,0,0,0,0.979,0.094,13,1,0.301,2.146
"Daniel Baier",0,0,0.19,0.118,0.014,0,0,0,0,0,0,8,4,1,0,0,0,0,0.323,0,13,0,0.107,0.066,0.305,0,0.444,0,0.118,0,0,3,3,1,0,12,0,1,0,0,0.628,0.412,16,4,0.646,2.081
"Daniel Bessa",0,0,0.087,1.411,0,0,0.373,0,0,0,0,2,12,0,0,1,0,0,1.499,0.373,14,1,0,0.102,0.37,0.365,1.463,0,0,0,0,0,6,2,1,18,0,0,0,0,2.3,0,27,0,3.743,4.599
"Daniel Brosinski",0.012,0.02,0.074,0.216,0,0,0.007,0,0,1,1,4,10,0,0,1,0,0,0.33,0,17,0,0.028,0.106,0.926,0,0.656,0.289,0,0,0,2,2,5,0,19,1,0,0,0,1.472,0.533,23,6,0.659,4.009
"Daniel Caligiuri",0.077,0.032,0,1.017,0.453,0.071,0.039,0,0,2,1,0,13,8,3,2,0,0,1.689,0,29,0,0.123,0.022,0.336,0,1.553,0.708,0,0,0,2,1,4,0,12,5,0,0,0,2.524,0.218,21,3,3.378,5.485
"Daniel Carvajal",0.034,0,0.048,0.069,0,0.026,0.752,0,0,2,0,1,2,0,1,5,0,0,0.928,0,11,0,0.659,0.101,2.274,0,1.105,0.107,0,0,0,6,2,12,0,15,1,0,0,0,2.439,1.807,24,12,1.856,8.493
"Daniel Congré",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.067,0,0,0,0,0,0,1,0,4,0,0,0,0,0.146,0,5,0,0,0.293
"Daniel Didavi",0.114,0.577,0.265,1.298,0,0,0,0.508,0.19,2,3,6,23,0,0,0,1,2,2.842,0.111,35,2,0,0,0.085,0.102,1.01,0.097,0.352,0.103,0,0,0,1,2,16,1,1,1,0,1.663,0.085,21,1,5.904,3.497
"Daniel Drinkwater",0.014,0,0.073,0.017,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0.104,0,4,0,0,0.039,0,0,0.013,0.047,0.145,0,0,0,1,0,0,1,1,1,0,0,0.245,0,4,0,0.208,0.491
"Daniel Ginczek",0.131,0.78,0.456,1.87,1.076,1.466,0,0,0.049,3,5,3,13,4,5,0,0,1,5.468,0.361,29,5,0.188,0.02,0,0.137,0.966,0,0,0,0,2,1,0,2,9,0,0,0,0,1.312,0,14,0,11.659,2.624
"Daniel Opare",0,0,0.013,0.023,0,0.037,0,0,0,0,0,1,1,0,1,0,0,0,0.072,0,3,0,0.089,0.067,0.292,0,0.028,0,0,0,0,2,1,1,0,1,0,0,0,0,0.095,0.382,2,3,0.144,0.954
"Daniel Pacheco",0,0,0,0,0.065,0,0,0,0,0,0,0,0,1,0,0,0,0,0.065,0,1,0,0,0.432,0.033,0,0,0,0.338,0,0,0,2,1,0,0,0,1,0,0,0.804,0,4,0,0.131,1.608
"Daniel Parejo",0,0.149,0.044,0.49,0,0.144,0,0,0,0,2,1,13,0,1,0,0,0,0.677,0.149,15,2,0,0.211,0,0.033,0.5,0,0.607,0,0,0,4,0,1,14,0,2,0,0,1.351,0,21,0,1.652,2.701
"Daniel Pavlovic",0,0,0.018,0,0,0.014,0,0,0,0,0,1,0,0,1,0,0,0,0.031,0,2,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,3,0,0,0,0,0.095,0,3,0,0.063,0.189
"Daniel Sturridge",0,0.724,0.43,0.799,0.525,0.019,0,0,0,0,2,1,14,4,1,0,0,0,1.865,0.633,21,1,0,0.1,0,0,0.727,0,0,0.026,0,0,2,0,0,10,0,0,2,0,0.827,0.026,13,1,4.995,1.706
"Daniel Torres",0,0,0.019,0.023,0.113,0,0,0,0,0,0,1,1,1,0,0,0,0,0.155,0,3,0,0.043,0,0,0.017,0.109,0.139,0,0,0,1,0,0,1,3,2,0,0,0,0.265,0.043,6,1,0.309,0.617
"Daniel Wass",0.501,1.418,0.032,0.429,0,0.045,0.069,0.396,0,6,4,2,11,0,3,2,1,0,1.286,1.604,21,8,0.135,1.047,1.698,0.167,0.375,0.358,0.717,0,0.602,4,3,9,2,9,4,2,0,1,3.032,2.067,25,9,5.78,10.197
"Daniele Baselli",0.032,0.907,0.52,1.445,0,0.433,0.046,0.461,0,1,3,4,16,0,2,2,2,0,3.445,0.398,27,3,0,0.094,0,0,0.62,0,0,0.025,0,0,2,0,0,13,0,0,1,0,0.705,0.034,15,1,7.687,1.479
"Daniele Bonera",0,0,0,0.009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009,0,1,0,0,0.021,0,0,0,0.019,0,0,0,0,1,0,0,0,1,0,0,0,0.039,0,2,0,0.017,0.079
"Daniele De Rossi",0,0,0,0.059,0,0.014,0,0,0.037,0,0,0,3,0,1,0,0,1,0.11,0,5,0,0.473,0.093,0,0.014,0.179,0.529,0.424,0,0,1,2,0,1,8,3,1,0,0,1.225,0.487,14,2,0.22,3.423
"Daniele Dessena",0,0,0,0.131,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.131,0,2,0,0.06,0,0,0,0.015,0,0,0,0,1,0,0,0,1,0,0,0,0,0.015,0.06,1,1,0.261,0.15
"Daniele Rugani",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449,0,0,0,0,0,0,0,0,1,0,0,0,0.449,0,1,0,0,0.898
"Daniele Verde",0,0,0.364,0.207,0.059,0.391,0.349,0.298,0,0,0,3,12,2,4,4,1,0,1.668,0,26,0,0,0.174,0.579,0,0.201,0.175,0.557,0,0,0,2,5,0,4,3,1,0,0,1.305,0.38,12,3,3.336,3.372
"Danijel Milicevic",0,0.095,0,0.501,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0.597,0,5,0,0,0.063,0.065,0,0.311,0,0,0,0,0,1,1,0,7,0,0,0,0,0.439,0,9,0,1.193,0.878
"Danilo",0,0.036,0.114,0.37,0.052,0,0,0.551,0,0,1,2,8,2,0,0,1,0,1.122,0,14,0,0,0,0.104,0.059,0.038,0,0,0,0,0,0,1,3,2,0,0,0,0,0.201,0,6,0,2.243,0.403
"Danilo Avelar",0,0,0,0.052,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.052,0,2,0,0,0.053,0.444,0,0.15,0.131,0,0,0,0,1,5,0,5,2,0,0,0,0.707,0.071,12,1,0.105,1.556
"Danilo Cataldi",0.087,0.158,0.083,0.438,0.119,0.195,0,0,0.022,1,3,2,17,2,3,0,0,1,1.065,0.039,28,1,0,0.077,0.071,0,1.216,0.04,0,0,0.016,0,4,2,0,19,1,0,0,1,1.367,0.054,26,1,2.208,2.841
"Danilo D&#039;Ambrosio",0.031,0,0.051,0.127,0,0.066,0,0,0,1,0,2,3,0,1,0,0,0,0.276,0,7,0,0,0.063,0.695,0.062,0.913,0.086,0,0.104,0,0,2,5,2,8,2,0,1,0,1.635,0.289,17,3,0.552,3.846
"Danny Blum",0,0.517,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.034,0
"Danny da Costa",0.063,0.062,0,0.016,0.085,0,0,0.138,0,1,1,0,1,1,0,0,1,0,0.301,0.063,4,1,0,0.025,0.657,0,0.57,0,0,0,0,0,1,3,0,10,0,0,0,0,1.252,0,14,0,0.728,2.505
"Danny Ings",0,0.08,0.058,0.353,0.488,0,0.12,0,0,0,1,1,3,1,0,1,0,0,1.019,0.08,6,1,0,0,0,0,0.111,0,0,0.072,0,0,0,0,0,2,0,0,1,0,0.183,0,3,0,2.198,0.367
"Danny Latza",0.14,0.204,0.206,0.434,0.053,0.179,0,0,0.055,5,4,6,13,3,3,0,0,1,1.107,0.163,30,5,0.143,0.032,0.05,0.072,0.504,0.234,0,0,0,3,1,1,1,19,4,0,0,0,0.95,0.085,27,2,2.541,2.069
"Danny Rose",0,0.01,0.026,0.378,0.216,0,0,0,0,0,1,1,2,2,0,0,0,0,0.62,0.01,5,1,0.029,0.113,0.059,0.053,0.08,0.098,0,0,0,1,2,1,1,1,2,0,0,0,0.344,0.089,6,2,1.26,0.866
"Danny Simpson",0.02,0.113,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.121,0.012,2,1,0,0,0.034,0,0.12,0,0,0,0,0,0,1,0,4,0,0,0,0,0.154,0,5,0,0.266,0.308
"Danny Welbeck",0.574,1.146,0.394,2.427,0.491,0.016,0.025,0.436,0.051,2,3,2,14,3,1,1,2,1,3.516,2.044,23,6,0,0,0,0.458,0.578,0,0.334,0,0,0,0,0,1,11,0,1,0,0,1.37,0,13,0,11.12,2.74
"Danny Williams",0,0,0.063,0.098,0,0.059,0,0,0,0,0,4,3,0,2,0,0,0,0.221,0,9,0,0.049,0,0,0.077,0.11,0,0,0,0,1,0,0,1,2,0,0,0,0,0.236,0,4,0,0.442,0.472
"Dante",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0.226,0.043,0,0,0,0,1,0,0,1,1,0,0,0,0.312,0,3,0,0,0.623
"Dario Dainelli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,2,0,0,0,0,0.038,0,2,0,0,0.075
"Darko Brasanac",0.018,0,0,1.359,0,0.025,0,0,0,1,0,0,6,0,1,0,0,0,1.383,0.018,7,1,0,0,0.073,0.023,0.244,0.067,0,0,0,0,0,1,1,8,4,0,0,0,0.333,0.073,13,1,2.801,0.812
"Darko Lazovic",0,0.202,0,0.11,0.226,0.043,0,0,0,0,3,0,2,1,1,0,0,0,0.447,0.134,6,1,0.056,0,0.955,0,0.701,0.096,0,0,0,1,0,4,0,7,1,0,0,0,1.401,0.406,10,3,1.161,3.614
"Darren Fletcher",0.012,0,0.035,0.048,0.087,0,0,0,0.024,1,0,2,2,1,0,0,0,1,0.207,0,7,0,0.047,0.218,0.06,0,0.13,0.118,0.148,0,0,1,4,1,0,6,2,1,0,0,0.674,0.047,14,1,0.414,1.442
"Daryl Janmaat",0.067,0.314,0.102,0.692,0.063,0,0,0,0.341,2,1,3,12,1,0,0,0,1,1.214,0.364,18,2,0.058,0.051,0.804,0,0.051,0.028,0,0,0,2,2,6,0,1,1,0,0,0,0.409,0.582,5,7,3.157,1.983
"David Abraham",0,0,0.068,0.009,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.077,0,3,0,0,0,0.439,0,0.053,0,0,0,0,0,0,2,0,3,0,0,0,0,0.363,0.129,4,1,0.155,0.983
"David Alaba",0.021,0,0.046,0.313,0,0,0.31,0,0,1,0,2,11,0,0,1,0,0,0.69,0,15,0,0.074,0,0.904,0,1.342,0.075,0,0,0,1,0,6,0,11,1,0,0,0,2.081,0.314,17,2,1.38,4.791
"David Alcibiade",0.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01,0,1,0,0,0.29,0.061,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.351,0,2,0,0.02,0.702
"David García",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.014,0,0,0,0,0,0,0,1,1,0,0,0,0.028,0,2,0,0,0.056
"David Juncà",0,0,0,0.016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.016,0,1,0,0,0.296,0.333,0,0.108,0,0,0,0,0,1,2,0,2,0,0,0,0,0.738,0,5,0,0.032,1.476
"David López",0.081,0,0,0.403,0,0.015,0,0.135,0,1,0,0,1,0,1,0,1,0,0.633,0,4,0,0,0.122,0,0,0.512,0.025,0,0,0,0,2,0,0,4,1,0,0,0,0.658,0,7,0,1.267,1.317
"David Luiz",0.351,0,0.014,0.035,0,0,0.058,0,0,1,0,1,1,0,0,1,0,0,0.458,0,4,0,0,0.034,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.034,0,1,0,0.916,0.067
"David Silva",0,0.763,0.877,4.739,0.09,0.027,1.345,0.562,0,0,3,7,31,1,1,4,1,0,7.746,0.657,46,2,0.484,0.209,0.395,0.123,4.011,1.543,1.389,0.087,0,3,3,2,3,29,6,4,1,0,7.773,0.467,49,2,16.807,16.481
"David Simón",0,0,0,0.037,0,0,0,0.088,0,0,0,0,1,0,0,0,1,0,0.125,0,2,0,0.052,0.069,0.244,0,0.184,0,0.305,0,0,2,1,3,0,2,0,1,0,0,0.758,0.097,6,3,0.249,1.71
"David Timor",0,0,0,0.071,0.028,0,0,0,0,0,0,0,6,1,0,0,0,0,0.099,0,7,0,0,0.032,0,0,0.049,0.076,0,0,0,0,2,0,0,2,1,0,0,0,0.157,0,5,0,0.198,0.313
"David Zurutuza",0,0,0.234,0.435,0.02,0,0,0.424,0,0,0,3,6,1,0,0,1,0,0.842,0.271,9,2,0,0.489,0.025,0,0.152,0.043,0.516,0,0,0,1,1,0,7,1,1,0,0,1.225,0,11,0,2.226,2.451
"Davide Astori",0,0,0.103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.103,0,1,0,0.019,0.124,0.066,0,0.052,0.018,0,0,0,1,3,1,0,2,1,0,0,0,0.195,0.085,6,2,0.206,0.56
"Davide Biondini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0.106,0,0,0,0,0,0,1,0,2,0,0,0,0,0.106,0.069,2,1,0,0.349
"Davide Biraschi",0,0.502,0,0.091,0,0.023,0,0,0,0,1,0,1,0,1,0,0,0,0.616,0,3,0,0.075,0,0.914,0,0.016,0,0,0,0,3,0,5,0,1,0,0,0,0,0.135,0.871,4,5,1.233,2.011
"Davide Calabria",0,0,0.025,0.199,0,0.069,0,0.418,0,0,0,1,4,0,1,0,1,0,0.711,0,7,0,0.18,0,1.371,0,0.689,0.072,0,0,0,2,0,4,0,8,3,0,0,0,1.618,0.694,14,3,1.422,4.622
"Davide Santon",0,0,0.011,0.11,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0.121,0,6,0,0,0,0.025,0,0,0.01,0,0,0,0,0,1,0,0,1,0,0,0,0.035,0,2,0,0.241,0.07
"Davide Zappacosta",0.056,0.744,0.026,0.39,0,0.083,0.063,0,0,1,2,1,10,0,2,2,0,0,1.305,0.056,17,1,0.276,0,1.027,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0.879,0.424,4,9,2.723,2.607
"Davie Selke",0.312,0.716,0,2.466,0.599,0.851,0.598,0.482,0,8,5,0,15,3,2,3,2,0,5.332,0.692,27,11,0,0,0.17,0,1.542,0,0,0,0,0,0,2,0,13,0,0,0,0,1.711,0,15,0,12.047,3.423
"Davinson Sánchez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0.014,0.04,0,0,0,0,1,0,0,1,1,0,0,0,0.101,0,3,0,0,0.202
"Davy Klaassen",0,0,0.012,0.035,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.047,0,2,0,0,0.079,0,0,0.017,0,0,0,0,0,1,0,0,1,0,0,0,0,0.096,0,2,0,0.094,0.192
"Davy Pröpper",0.045,0.37,0.165,0.36,0.042,0.02,0.296,0,0.012,2,2,5,12,1,1,1,0,1,0.94,0.37,23,2,0.009,0.053,0.62,0,0.536,0.094,0.121,0,0,1,1,2,0,12,3,1,0,0,0.877,0.556,19,1,2.621,2.866
"Dawid Kownacki",0,0.535,0.059,0.415,0.045,0.155,0.031,0.235,0,0,2,1,4,2,2,1,2,0,1.474,0,14,0,0.025,0,0,0.288,1.07,0,0,0,0,1,0,0,2,5,0,0,0,0,1.384,0,8,0,2.948,2.768
"Dayotchanculle Upamecano",0.01,0.017,0,0,0,0.067,0,0,0,1,1,0,0,0,2,0,0,0,0.077,0.017,3,1,0,0.229,0,0,0.127,0,0,0,0.009,0,1,0,0,5,0,0,0,1,0.366,0,7,0,0.188,0.731
"De Marcos",0,0,0.072,0.654,0.06,1.531,0,0,0,0,0,1,3,1,4,0,0,0,1.749,0.568,8,1,0.952,0,0.847,0,0.601,0,0,0,0,6,0,10,0,5,0,0,0,0,1.56,0.84,10,11,4.634,4.8
"DeAndre Yedlin",0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,1,0,0,0.06,0,1,0,0,0,0.793,0.536,0.673,0.017,0,0,0,0,0,8,1,6,1,0,0,0,1.988,0.031,15,1,0.12,4.038
"Declan Rice",0,0,0,0.113,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.113,0,3,0,0,0.035,0,0.056,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.091,0,2,0,0.227,0.182
"Dejan Lovren",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0.094,0.035,0,0,0.04,0,0,0,1,2,1,0,0,1,0,0,0,0.193,0.075,3,2,0,0.536
"Dele Alli",0.237,0.673,0.216,1.817,0.265,1.781,1.779,1.848,0.127,3,5,5,18,3,9,8,5,3,7.541,1.202,49,10,0,0.49,0.871,0.052,3.214,1.91,2.027,0.056,0,0,4,2,1,39,7,5,1,0,8.123,0.496,58,1,17.486,17.239
"Demarai Gray",0.078,0.14,0.664,1.264,0.083,0.014,0,0,0.156,1,2,3,19,3,1,0,0,4,1.804,0.596,32,1,0.098,0.082,1.323,0,1.321,0.121,0,0,0,3,1,6,0,7,3,0,0,0,2.1,0.844,14,6,4.799,5.888
"Denis Cheryshev",0,0,0.069,2.147,0.692,1.338,0.168,0.809,0,0,0,1,13,6,2,2,2,0,4.319,0.904,25,1,0.08,0,0.36,0,3.077,0.082,0,0,0,1,0,2,0,12,1,0,0,0,3.599,0,16,0,10.446,7.197
